checkfit_json,common_aperture_arcsec,contained,frame_status,galaxy_id,logMstar,logMstar_method_sd,n_intersecting_bricks,n_retained,pair_to_next_abs_delta_background_over_mean_RMS,pair_to_next_abs_delta_common_aperture_arcsec,pair_to_next_abs_delta_log10_Mstar_dex,pair_to_next_abs_delta_stage1_R50_arcsec,pair_to_next_pass,r_background,r_background_rms,reason,safe_radius_arcsec,size_pix,stage1_R50_arcsec,stage1_Rd_arcsec
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",2.8386929571677584,True,success,WALLABY J125814+061724,7.48318594656239,0.15294902193795276,2,26,0.0196062299791368,0.0,0.004226985472784328,0.004460485187901986,False,8.45614e-05,0.00352584,,125.16788000000001,1024,1.3590842221245283,0.809775469678673
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",2.8386929571677584,True,success,WALLABY J125814+061724,7.478958961089606,0.15560668053046,2,26,0.002279209520098043,0.2838692957167761,0.008168391075074943,0.036706184905800576,True,0.000154244,0.00358237,,158.70388,1280,1.3546237369366263,0.8071178040026034
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",3.1225622528845345,True,success,WALLABY J125814+061724,7.487127352164681,0.16599899866062742,2,27,,,,,,0.000146173,0.00349991,,192.23988,1536,1.3913299218424269,0.8289882426688271
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",23.107741137851445,True,success,WALLABY J125832-161038,8.91312451600624,0.15428285783183424,1,48,0.012110288062189651,0.0,0.00345147775159127,0.010818266337615512,False,0.000282386,0.00678856,,122.747,1024,10.0051690498333,5.961323319520465
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",23.107741137851445,True,success,WALLABY J125832-161038,8.909673038254649,0.153094004902757,1,48,0.005817877452250005,0.0,0.0018627945099360943,0.004366298369117061,True,0.00036422,0.00672623,,156.28300000000002,1280,9.994350783495685,5.954877533040098
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",23.107741137851445,True,success,WALLABY J125832-161038,8.911535832764585,0.1539659017160982,2,48,,,,,,0.000325921,0.00643974,,189.81900000000002,1536,9.989984485126568,5.952275986163862
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",10.779931780783755,True,success,WALLABY J125834+054735,9.249785422656634,0.15015981916435983,1,40,0.022888671377793633,0.0,0.007135448986185011,0.01085039517309383,False,0.000293126,0.00366381,,123.01162000000001,1024,3.3074183975978455,1.9706404082537268
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",10.779931780783755,True,success,WALLABY J125834+054735,9.24264997367045,0.15215677370746453,1,40,0.005740399547105281,1.8708972512104047,0.01699723924471286,0.0602115571154096,False,0.000209059,0.00368192,,156.54762,1280,3.3182687927709393,1.9771053378765255
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",8.90903452957335,True,success,WALLABY J125834+054735,9.225652734425736,0.15412869838819024,1,38,0.0003593335795025507,1.8708972512104047,0.017415828906583997,0.06220742623039133,False,0.000188044,0.00363987,,190.08362,1536,3.2580572356555297,1.9412298261536416
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",10.779931780783755,True,success,WALLABY J125834+054735,9.24306856333232,0.15281236217807054,1,40,0.006902295588451552,0.9799937982530693,0.014492409829896857,0.04868237124947283,False,0.000189348,0.00361801,,223.61962,1792,3.320264661885921,1.9782945252894109
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",9.799937982530686,True,success,WALLABY J125834+054735,9.228576153502424,0.15517561080289122,1,39,0.00975931366916709,0.0,0.0034619359756664636,0.02643997224453587,True,0.000214459,0.00365812,,257.15562,2048,3.2715822906364482,1.949288383210895
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",9.799937982530686,True,success,WALLABY J125834+054735,9.23203808947809,0.15738318309086569,2,39,,,,,,0.000178785,0.00365264,,290.69162,2304,3.298022262880984,1.9650419624181799
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",27.960366776800253,True,success,WALLABY J125836-161333,9.640706569191925,0.15126480341129978,1,50,0.0041202212132228164,0.0,0.006910242992564264,0.08164853073431111,True,0.000132847,0.00622104,,119.18118,1024,9.733649603012125,5.799545422317886
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",27.960366776800253,True,success,WALLABY J125836-161333,9.633796326199361,0.1538779765743749,1,50,,,,,,0.000158405,0.00618509,,152.71718,1280,9.815298133746436,5.848193604857004
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",37.21524817992115,True,success,WALLABY J125848-114647,9.26224533638215,0.1696578763257986,1,53,0.0013328500329149546,12.318247147553905,0.014401477273120022,0.21743189875020263,False,0.000191534,0.00542502,,123.66924,1024,7.654054165104454,4.56047182771691
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",49.53349532747505,True,success,WALLABY J125848-114647,9.27664681365527,0.16519589375056665,1,56,0.0018965585011917153,8.596722329561793,0.020849557659852636,0.2092753457205836,False,0.000184235,0.00552745,,157.20524,1280,7.871486063854657,4.690023046888843
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",40.93677299791326,True,success,WALLABY J125848-114647,9.255797255995418,0.16248974398174998,1,54,0.02794540984399671,8.596722329561793,0.012637556328011001,0.24283594099367267,False,0.00019485,0.00566651,,190.74124,1536,7.662210718134073,4.565331700602634
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",49.53349532747505,True,success,WALLABY J125848-114647,9.268434812323429,0.17293363992811894,1,56,0.0005826847109309563,0.0,0.0074754082223922325,0.007397195554678326,True,3.60034e-05,0.00570184,,224.27724,1792,7.905046659127746,4.7100192666650385
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",49.53349532747505,True,success,WALLABY J125848-114647,9.275910220545821,0.16778596267631452,1,56,,,,,,3.93355e-05,0.00573522,,257.81324,2048,7.897649463573067,4.705611837451247
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",21.007037398046766,True,success,WALLABY J125851+052229,9.961855235161224,0.14139043935002005,2,47,0.01510450303395905,0.0,0.0016402956724839157,0.008233171783611049,False,4.81516e-05,0.00392905,,127.85338,1024,5.622913328195207,3.350268664133267
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",21.007037398046766,True,success,WALLABY J125851+052229,9.963495530833708,0.14424930368785782,2,47,0.013812270044494009,0.0,0.010767405534835461,0.03210599569112915,False,0.000107744,0.00396163,,161.38938000000002,1280,5.614680156411596,3.3453631399284482
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",21.007037398046766,True,success,WALLABY J125851+052229,9.952728125298872,0.14181989399467954,2,47,0.0015301521232842813,0.0,0.006980768658255698,0.016812579806326333,True,0.000162985,0.0040372,,194.92538000000002,1536,5.582574160720466,3.32623360599887
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",21.007037398046766,True,success,WALLABY J125851+052229,9.959708893957128,0.14138560576661016,2,47,,,,,,0.000156809,0.0040352,,228.46138000000002,1792,5.56576158091414,3.31621626160803
"{""g"": {}, ""r"": {""FFT coefficients"": false, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": false}, ""z"": {}}",0.6795605245462006,True,success,WALLABY J125855-142319,9.420177497191267,0.20780899928927707,3,11,0.014459981432106504,0.06795605245462011,0.02307044746437903,0.03549796346843237,False,9.99072e-05,0.00725493,,120.90252000000001,1024,0.5267635174610372,0.31385852901360295
"{""g"": {}, ""r"": {""FFT coefficients"": false, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": false}, ""z"": {}}",0.7475165770008207,True,success,WALLABY J125855-142319,9.443247944655646,0.2116701887916191,3,12,0.02563412749442799,0.0,0.08015184857525526,0.012491827838755465,False,0.000203249,0.00703856,,154.43852,1280,0.5622614809294696,0.335009079930419
"{""g"": {}, ""r"": {""FFT coefficients"": false, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": false}, ""z"": {}}",0.7475165770008207,True,success,WALLABY J125855-142319,9.36309609608039,0.21265203387246867,4,12,0.002344869545490035,0.06795605245462011,0.04097379371745369,0.04732634916405554,False,2.54389e-05,0.00683436,,187.97452,1536,0.5747533087682251,0.34245201510000006
"{""g"": {}, ""r"": {""FFT coefficients"": false, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": false}, ""z"": {}}",0.6795605245462006,True,success,WALLABY J125855-142319,9.404069889797844,0.2077848892917803,4,11,0.0006015246580837601,0.06795605245462011,0.03222588740913679,0.03932709722232819,False,9.52148e-06,0.00674202,,221.51052,1792,0.5274269596041695,0.3142538239955576
"{""g"": {}, ""r"": {""FFT coefficients"": false, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": false}, ""z"": {}}",0.7475165770008207,True,success,WALLABY J125855-142319,9.371844002388707,0.21089242398442345,4,12,0.0005757371030860813,0.0,0.07117236463419196,0.004595556903158715,False,5.61523e-06,0.00624581,,255.04652000000002,2048,0.5667540568264977,0.33768586603231054
"{""g"": {}, ""r"": {""FFT coefficients"": false, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": false}, ""z"": {}}",0.7475165770008207,True,success,WALLABY J125855-142319,9.4430163670229,0.21155308195576442,4,12,1.6651284173005287e-05,0.0,0.02802097128643588,0.005622192908088075,False,2.22778e-06,0.00552154,,288.58252000000005,2304,0.562158499923339,0.33494772133964895
"{""g"": {}, ""r"": {""FFT coefficients"": false, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": false}, ""z"": {}}",0.7475165770008207,True,success,WALLABY J125855-142319,9.414995395736463,0.21390171619734485,4,12,4.435784158231295e-05,0.06795605245462011,0.011045089758535909,0.04031848312423325,True,2.31934e-06,0.00547581,,322.11852000000005,2560,0.5677806928314271,0.33829756075994205
"{""g"": {}, ""r"": {""FFT coefficients"": false, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": false}, ""z"": {}}",0.6795605245462006,True,success,WALLABY J125855-142319,9.403950305977927,0.207780805555021,4,11,,,,,,2.05994e-06,0.00621998,,355.65452000000005,2816,0.5274622097071938,0.31427482686518704
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",27.960366776800253,True,success,WALLABY J125859-135141,8.67057530556004,0.16031942275722905,2,50,0.0009695585541559888,0.0,0.029304129501554144,0.26420705864904726,False,0.000136081,0.00597765,,124.1225,1024,10.625351835403698,6.330843322987831
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",27.960366776800253,True,success,WALLABY J125859-135141,8.641271176058487,0.2023448164931283,2,50,0.00429047295109333,2.7960366776800285,0.030248178815575955,0.16968570087388457,False,0.000141914,0.00605463,,157.6585,1280,10.889558894052746,6.48826432127998
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",30.75640345448028,True,success,WALLABY J125859-135141,8.671519354874063,0.19116252878099943,2,51,0.0035883295103508227,2.7960366776800285,0.028038215125999244,0.5195319077411256,False,0.000116276,0.0058965,,191.1945,1536,11.05924459492663,6.58936719326249
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",27.960366776800253,True,success,WALLABY J125859-135141,8.643481139748063,0.17261723179846447,2,50,0.0033468329524781585,2.7960366776800285,0.03189707372675521,0.35942449892278283,False,0.000137481,0.00592237,,224.7305,1792,10.539712687185505,6.279817433390743
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",30.75640345448028,True,success,WALLABY J125859-135141,8.675378213474819,0.17359461676904742,3,51,0.007867704661589675,0.0,0.025074639731371917,0.023841846822207913,False,0.000117511,0.0060113,,258.2665,2048,10.899137186108288,6.493971300892967
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",30.75640345448028,True,success,WALLABY J125859-135141,8.650303573743447,0.16762468858754193,3,51,0.015048258323429185,3.0756403454480257,0.056103200485335236,0.18986514957177114,False,0.000164864,0.00602601,,291.8025,2304,10.922979032930495,6.508176853716088
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",33.83204379992831,True,success,WALLABY J125859-135141,8.706406774228782,0.16166660340152983,4,52,0.002997756135735098,3.0756403454480257,0.028152700799019215,0.08177421357298797,False,7.42704e-05,0.0060144,,325.3385,2560,11.112844182502267,6.621303132549457
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",30.75640345448028,True,success,WALLABY J125859-135141,8.678254073429763,0.17453763220028043,4,51,0.0005662871360765914,2.7960366776800285,0.014146604510225202,0.26315871283540915,False,5.6228e-05,0.00602287,,358.8745,2816,11.031069968929279,6.572580065115007
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",27.960366776800253,True,success,WALLABY J125859-135141,8.664107468919537,0.17846366501318808,4,50,,,,,,5.95782e-05,0.00580929,,392.4105,3072,10.76791125609387,6.415783696783095
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",59.93552934624482,True,success,WALLABY J125907-121329,8.017535220868602,0.16456775782588706,1,58,0.00019350253503116278,0.0,0.01218771345070202,1.2302152995847173,False,1.35498e-05,0.00567278,,126.99926,1024,29.39145760933968,17.51214604856408
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",59.93552934624482,True,success,WALLABY J125907-121329,8.0053475074179,0.16547165358240812,1,58,0.00016089189997999035,0.0,0.0076431429239036675,0.9053829178379971,False,1.46484e-05,0.00568211,,158.8899,1280,28.161242309754964,16.77915382055496
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",59.93552934624482,True,success,WALLABY J125907-121329,7.9977043644939965,0.16256243453165126,2,58,0.0007298452268055739,0.0,0.029885010823859304,0.6204744374741225,False,1.37398e-05,0.00561243,,194.07126000000002,1536,29.06662522759296,17.3186030067027
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",59.93552934624482,True,success,WALLABY J125907-121329,7.967819353670137,0.16529937015293436,2,58,4.332005796306075e-05,0.0,0.048600435168726364,1.1318968999937127,False,9.71859e-06,0.00540692,,227.13042000000002,1792,28.44615079011884,16.948909229930134
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",59.93552934624482,True,success,WALLABY J125907-121329,8.016419788838864,0.1632044117002551,2,58,0.0009431714380113891,0.0,0.02938197980266377,2.0791621204746136,False,9.4881e-06,0.00523434,,261.57032,2048,27.314253890125126,16.27449749819254
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",59.93552934624482,True,success,WALLABY J125907-121329,7.9870378090362,0.16382311789370765,2,58,0.0004532606278659331,10.402034018769768,0.05806494624663383,5.250916071739532,False,1.4341e-05,0.00505626,,294.20242,2304,29.39341601059974,17.51331291171676
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",49.53349532747505,True,success,WALLABY J125907-121329,8.045102755282834,0.1703214497112562,2,56,0.00030568802309333695,4.953349532747509,0.02883549942381336,1.6996100531864862,False,1.66036e-05,0.0049274,,329.21086,2560,24.142499938860208,14.384689270137489
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",54.48684486022256,True,success,WALLABY J125907-121329,8.01626725585902,0.1766733313312655,4,57,0.00012021912206307518,0.0,0.016915504705760753,1.7130270366857054,False,1.80978e-05,0.00484858,,361.61240000000004,2816,25.842109992046694,15.3973583208739
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",54.48684486022256,True,success,WALLABY J125907-121329,8.033182760564781,0.16231094998400475,4,57,,,,,,1.75169e-05,0.00481544,,393.55544,3072,24.12908295536099,14.376695104700289
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",6.693489503811683,True,success,WALLABY J125909+063848,8.70579942619485,0.13833821866703513,2,35,0.018385996283790534,2.537359145222366,0.07806749649931533,0.47642120643540786,False,0.000234219,0.00402782,,129.15028,1024,2.298480765925809,1.3694908023179357
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",4.156130358589317,True,success,WALLABY J125909+063848,8.627731929695535,0.15476020606393565,4,30,0.00985581660964356,2.537359145222366,0.09592929441835096,0.48967743773178873,False,0.0001606,0.00398034,,162.68628,1280,1.8220595594904012,1.0856274479166637
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",6.693489503811683,True,success,WALLABY J125909+063848,8.723661224113886,0.1371513246748424,4,35,0.0014154811566299435,1.1616799965293012,0.04626659527196253,0.2287119442089387,False,0.000121596,0.00393458,,196.22228,1536,2.31173699722219,1.3773891876787898
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",5.531809507282381,True,success,WALLABY J125909+063848,8.677394628841924,0.13965176943088878,4,33,0.002110548258394226,1.1616799965293012,0.025196088393395044,0.21844393745654722,False,0.000127154,0.00391858,,229.75828,1792,2.0830250530132512,1.2411170427830145
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",6.693489503811683,True,success,WALLABY J125909+063848,8.702590717235319,0.14457702675039438,4,35,0.006910958553204571,1.6645717699186093,0.04547937499906851,0.31999690093344557,False,0.000135393,0.00388887,,263.29428,2048,2.3014689904697985,1.3712712592566763
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",5.028917733893073,True,success,WALLABY J125909+063848,8.65711134223625,0.1432079667226787,4,32,0.004507542010998132,1.6645717699186093,0.05109128600268953,0.31890143587281305,False,0.000162372,0.00391873,,296.83028,2304,1.981472089536353,1.1806093145951204
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",6.693489503811683,True,success,WALLABY J125909+063848,8.70820262823894,0.14073864406282738,4,35,0.0004954837121270358,1.1616799965293012,0.04215930608448204,0.2130547511414731,False,0.000144765,0.00389351,,330.36628,2560,2.300373525409166,1.3706185545018499
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",5.531809507282381,True,success,WALLABY J125909+063848,8.666043322154458,0.1451228226630282,4,33,0.002416467360945116,0.5028917733893081,0.006482451209974371,0.10678461578813803,False,0.000142833,0.00390493,,363.90228,2816,2.087318774267693,1.2436753464472639
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",5.028917733893073,True,success,WALLABY J125909+063848,8.659560870944484,0.14198298760247846,4,32,,,,,,0.000133381,0.00391806,,397.43828,3072,1.9805341584795548,1.1800504724353185
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",19.09730672549706,True,success,WALLABY J125910-161749,9.989977809149503,0.16600021454508196,2,46,0.014171160396427395,0.0,0.005637545733929272,0.016758602928341304,False,0.000296103,0.00583248,,131.28296,1024,6.67221453120773,3.9754678686208362
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": false, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",19.09730672549706,True,success,WALLABY J125910-161749,9.995615354883432,0.16658027957049823,2,46,0.012057752576946067,0.0,0.018559661857697307,0.03579012838364548,False,0.000215057,0.00560568,,164.81896,1280,6.655455928279388,3.9654826849680953
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",19.09730672549706,True,success,WALLABY J125910-161749,10.01417501674113,0.16229165294987558,2,46,0.006124605197462047,1.9097306725497063,0.00021125109837072387,0.11318969796863598,False,0.000148497,0.00543452,,198.35496,1536,6.619665799895743,3.944158055081346
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",21.007037398046766,True,success,WALLABY J125910-161749,10.0143862678395,0.16444902156466207,2,47,0.005726866319944955,1.9097306725497063,0.005604311920496485,0.08818529352607563,False,0.000115745,0.0052607,,231.89096,1792,6.732855497864379,4.011599233003387
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",19.09730672549706,True,success,WALLABY J125910-161749,10.008781955919003,0.16723765278674213,2,46,0.007173630967180507,0.0,0.00801925253607827,0.1983471510382735,True,0.000145542,0.00514534,,265.42696,2048,6.8210407913904545,4.064142177966872
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",19.09730672549706,True,success,WALLABY J125910-161749,10.000762703382925,0.1642091495250385,4,46,,,,,,0.000182473,0.00515098,,298.96296,2304,6.622693640352181,3.945962116145267
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",25.41851525163659,True,success,WALLABY J125912-124101,8.525530488723518,0.17191689606043745,1,49,0.03494490021148315,0.0,0.009529214294776267,0.14131250304482457,False,0.000299532,0.00743876,,129.90746000000001,1024,8.7580189176841,5.218240905950658
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",25.41851525163659,True,success,WALLABY J125912-124101,8.535059703018295,0.1887861192929724,2,49,0.0010445567446161976,0.0,0.005462223771617758,0.029049931811622187,True,4.24228e-05,0.00727636,,163.44346000000002,1280,8.899331420728924,5.30243833585365
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",25.41851525163659,True,success,WALLABY J125912-124101,8.540521926789912,0.1856488581771599,2,49,,,,,,3.48328e-05,0.00725612,,196.97946000000002,1536,8.870281488917302,5.285129679190623
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",19.09730672549706,True,success,WALLABY J125912-182326,9.7538169192235,0.151666950885026,2,46,0.0068904238512359755,0.0,0.009005767960749367,0.011072192796493852,True,0.000104789,0.00260389,,121.36364000000002,1024,3.9278497107120587,2.3403084904826907
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",19.09730672549706,True,success,WALLABY J125912-182326,9.74481115126275,0.1505674475711553,2,46,,,,,,0.000123129,0.00271944,,154.89964,1280,3.916777517915565,2.33371140843568
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",13.043717454748347,True,success,WALLABY J125930-135159,9.914407537344555,0.14333586563090067,2,42,0.0014294951816530772,1.185792495886215,0.012658413469367247,0.02851460917775217,False,1.85547e-05,0.00609605,,131.86984,1024,3.9336155153740826,2.3437438972825486
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",11.857924958862132,True,success,WALLABY J125930-135159,9.901749123875188,0.14972573667078207,3,41,0.0039896103802694325,0.0,0.01745497532341389,0.061297262591305746,True,2.69885e-05,0.00570364,,165.40584,1280,3.9051009061963304,2.326754198878484
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",11.857924958862132,True,success,WALLABY J125930-135159,9.919204099198602,0.13911859128875778,3,41,,,,,,4.9176e-05,0.005419,,198.94184,1536,3.966398168787636,2.3632766003579886
"{""g"": {}, ""r"": {""FFT coefficients"": true, ""Light symmetry"": true, ""initial fit compare"": true, ""isophote variability"": true}, ""z"": {}}",45.03045029770459,True,success,WALLABY J125931-140755,10.189927829182473,0.14668772111597572,2,55,0.0006770877896310791,4.503045029770462,0.004412954114705769,0.16621437549067686,False,2.00195e-05,0.00907945,,128.249,1024,14.547931255425008,8.668011645959215
