galaxy_id,radius_arcsec,mu_r,muerr_r,ellipticity
WALLABY J124947+035042,0.262,22.05017571249484,0.00639423504073934,0.3620835734951674
WALLABY J124947+035042,0.2882,22.05364363744836,0.006404199307657269,0.3620835734951674
WALLABY J124947+035042,0.3170200000000001,22.05760401609122,0.006542693544650228,0.3620835734951674
WALLABY J124947+035042,0.34872200000000014,22.06204129524555,0.006216391290215976,0.3620835734951674
WALLABY J124947+035042,0.38359420000000016,22.066894899342735,0.0057609385251090476,0.3620835734951674
WALLABY J124947+035042,0.4219536200000002,22.06960876693681,0.0053894224503353745,0.3620835734951674
WALLABY J124947+035042,0.4641489820000003,22.06690369252798,0.005024295511363026,0.3620835734951674
WALLABY J124947+035042,0.5105638802000004,22.064775954451044,0.004741657438319312,0.3620835734951674
WALLABY J124947+035042,0.5616202682200004,22.065993699289677,0.005122825731383667,0.36218082450873124
WALLABY J124947+035042,0.6177822950420006,22.0629995583328,0.005887113784251714,0.3622481486294006
WALLABY J124947+035042,0.6795605245462006,22.06189777336227,0.0071708453725142255,0.3622590625434041
WALLABY J124947+035042,0.7475165770008207,22.069958602513225,0.007865833759922265,0.3622591672615634
WALLABY J124947+035042,0.8222682347009029,22.078067202081037,0.007158236159255564,0.36231032634483185
WALLABY J124947+035042,0.9044950581709934,22.08569333022872,0.006492084575154526,0.36238846398892455
WALLABY J124947+035042,0.9949445639880927,22.107132333866822,0.007998499936254198,0.3624472811360067
WALLABY J124947+035042,1.0944390203869019,22.11500333261251,0.005898930994198682,0.3626400938912825
WALLABY J124947+035042,1.2038829224255923,22.128405224210184,0.007895228439654851,0.36300908524849207
WALLABY J124947+035042,1.3242712146681515,22.140082160224296,0.008860255678869458,0.36257159531363214
WALLABY J124947+035042,1.4566983361349666,22.15850846135519,0.010723608916766022,0.3613096983309694
WALLABY J124947+035042,1.6023681697484635,22.18084193882455,0.01176054899362535,0.36445660272442904
WALLABY J124947+035042,1.7626049867233098,22.208362275581337,0.012169840839977311,0.3645192903876886
WALLABY J124947+035042,1.938865485395641,22.237949269497747,0.013277215329459914,0.31522676187379267
WALLABY J124947+035042,2.1327520339352053,22.269583077807077,0.019117856161857915,0.2318106403254072
WALLABY J124947+035042,2.346027237328726,22.27722861562286,0.02188275076810782,0.19157772681834268
WALLABY J124947+035042,2.580629961061599,22.296684530694414,0.02504044601858601,0.19478067101336471
WALLABY J124947+035042,2.8386929571677584,22.325522647892562,0.027580989420635672,0.20447254247526542
WALLABY J124947+035042,3.1225622528845345,22.344764613098654,0.0260562013243488,0.19947272514730818
WALLABY J124947+035042,3.4348184781729882,22.390275994273416,0.026335429135302388,0.19427165703649213
WALLABY J124947+035042,3.7783003259902874,22.407150611260143,0.024889609112071626,0.1953946143919813
WALLABY J124947+035042,4.156130358589317,22.424639351889397,0.028976820275682453,0.19678801214204344
WALLABY J124947+035042,4.571743394448249,22.449867316419663,0.030543667317064687,0.19628483690275195
WALLABY J124947+035042,5.028917733893073,22.48527748979597,0.02860403322740495,0.19637760053600156
WALLABY J124947+035042,5.531809507282381,22.519043145998502,0.027256448823136357,0.1977045558779153
WALLABY J124947+035042,6.08499045801062,22.613929586481945,0.026067787354072107,0.19920401699949136
WALLABY J124947+035042,6.693489503811683,22.729393657121513,0.026895390149907113,0.19960511864288644
WALLABY J124947+035042,7.36283845419285,22.851326600958707,0.02853477098428818,0.19784770218611025
WALLABY J124947+035042,8.099122299612137,23.0341023279438,0.022272468960865228,0.19627405758621558
WALLABY J124947+035042,8.90903452957335,23.223354620650262,0.030985641516237648,0.19756849072952465
WALLABY J124947+035042,9.799937982530686,23.368627282369665,0.030535099111444444,0.1953131373985319
WALLABY J124947+035042,10.779931780783755,23.55999128762572,0.025079703047675036,0.18314838700048686
WALLABY J124947+035042,11.857924958862132,23.74217992089327,0.02744891340396272,0.17130128536478528
WALLABY J124947+035042,13.043717454748347,23.834752989777073,0.015844737614941668,0.16867197574536075
WALLABY J124947+035042,14.348089200223182,24.058040807053978,0.02124900685970555,0.17209762070271384
WALLABY J124947+035042,15.7828981202455,24.22358373707258,0.02653815892849864,0.1764759361847869
WALLABY J124947+035042,17.361187932270052,24.3902921486607,0.025807240702903713,0.17687391886778336
WALLABY J124947+035042,19.09730672549706,24.664888680228742,0.03157184894030292,0.17251786558331023
WALLABY J124947+035042,21.007037398046766,24.91698200054374,0.03518243353184692,0.1727588661708787
WALLABY J124947+035042,23.107741137851445,25.212108474874427,0.04170588800231173,0.17964231777167378
WALLABY J124947+035042,25.41851525163659,25.30522587504963,0.04061898538188084,0.17799590046467362
WALLABY J124947+035042,27.960366776800253,25.44935076247016,0.04403287411918499,0.16575980975596
WALLABY J124947+035042,30.75640345448028,25.63878751302063,0.03642599987138536,0.16118550490318373
WALLABY J124947+035042,33.83204379992831,25.966897619387083,0.043227887429644146,0.16925496689736974
WALLABY J124947+035042,37.21524817992115,26.284641017019844,0.044540814821966014,0.18166514988118543
WALLABY J124947+035042,40.93677299791326,26.62671535371409,0.017539062338333796,0.17740184649209823
WALLABY J124947+035042,45.03045029770459,27.05299590012924,0.017883663539584725,0.17255547334926158
WALLABY J124947+035042,49.53349532747505,27.407260212197528,0.022918755761870586,0.17255547334926158
WALLABY J124947+035042,54.48684486022256,27.914295333415403,0.02963946821279878,0.17255547334926158
WALLABY J124947+035042,59.93552934624482,28.685405585668214,0.05337413092069176,0.17255547334926158
