name,ra,dec,dist_h,ell_maj,ell_min,ell_pa,log_m_hi,log_m_hi_corr,rel,rms,team_release,qflag
WALLABY J103508-283427,158.786367858402,-28.5744019995482,47.0574978467625,11.7340170939396,7.59628759623637,84.6744995670796,8.587880557869166,8.799572586931413,0.865618511907422,0.001702456008275,Hydra TR1,0.0
WALLABY J103722-273235,159.342499175946,-27.5432991569415,39.299728276824005,8.59198910641379,5.73875478527899,-4.55886440055573,8.43137358254973,8.643072873925773,0.999999791636106,0.001755430358479,Hydra TR1,4.0
WALLABY J103541-265827,158.923423022112,-26.9743401324504,37.181556896092445,7.77129122690503,5.77833843440661,-1.97613763182349,8.374322521952987,8.588314730103631,0.999804775117632,0.001687284850566,Hydra TR1,4.0
WALLABY J104252-252014,160.719496266073,-25.3373468938916,91.00938159962308,7.21195745507587,5.33411858957845,-82.6377206204757,9.13843714516612,9.355912691250685,0.999991507090425,0.002056863634761,Hydra TR1,0.0
WALLABY J103602-261141,159.009444583122,-26.1948818561164,46.77393784211171,5.98576148904054,5.33312968365609,-64.8913791711832,8.553070756068868,8.772438499800263,0.999999938815845,0.001790098401608,Hydra TR1,0.0
WALLABY J103719-281408,159.333152604805,-28.2358181506367,49.61166209650105,7.27192244765655,4.39744674335392,0.156397377993386,8.574184841398203,8.801602134342057,0.992676281898283,0.001728283687892,Hydra TR1,0.0
WALLABY J103521-272324,158.840051589684,-27.3901377322968,44.91223407820486,6.51477443745438,4.44643595953067,-12.1463756670968,8.487554541373816,8.715024103659935,0.995396630544266,0.001911243458979,Hydra TR1,0.0
WALLABY J103719-285417,159.329946794826,-28.9049347118336,126.47587097623398,8.68877520478373,5.03078907084356,-83.9514774063096,9.372919171799063,9.604205145191187,0.936265809002997,0.00173193248776,Hydra TR1,0.0
WALLABY J104033-292215,160.140595196037,-29.3709877086525,131.57295832265507,8.29120674633195,5.24861865944356,25.3720402499599,9.401203530338728,9.634160624592703,0.897478037410933,0.001799276107157,Hydra TR1,0.0
WALLABY J103259-273237,158.246644138539,-27.5438355822842,68.14032417543422,6.52706287080864,5.45742519564128,-23.6313827789209,8.821782854878633,9.056942543030837,0.908088393194188,0.001931838841915,Hydra TR1,0.0
WALLABY J103738-281216,159.408796784785,-28.2046218034764,67.37799785362647,6.52217475377993,5.54090585694544,63.6089644481776,8.80218031997945,9.040107241055646,0.983389905250026,0.001717015566337,Hydra TR1,0.0
WALLABY J103809-260453,159.540826463049,-26.0815946726886,51.32862269452292,6.48869154491502,4.83456799321287,-68.8553624727091,8.561541266426396,8.800693653107457,0.992383988304241,0.00173286796683,Hydra TR1,0.0
WALLABY J104254-273043,160.725088961133,-27.5120452742405,165.48628708142644,8.08616886057709,5.93199998321645,18.8506626927938,9.573964178703838,9.814364501706887,0.99584417127173,0.001639345259072,Hydra TR1,0.0
WALLABY J103455-273816,158.733218371158,-27.6380311917811,43.1846405158531,5.17676149838413,5.16191823657349,-75.505315700246,8.405298586109343,8.646213204171563,0.999998970921546,0.001847445857569,Hydra TR1,0.0
WALLABY J103241-273137,158.172193508997,-27.5271863646789,54.65379949071326,5.72395477516936,4.21847519260419,46.6688817713381,8.609245304650441,8.850341668818057,0.872603332902612,0.00183388883275,Hydra TR1,0.0
WALLABY J103420-264728,158.585621473471,-26.7912498413601,61.80305429897544,11.5690625150706,5.66425057302313,58.0518614899458,8.705113789576693,8.949349384139692,0.888780023039904,0.001720301220824,Hydra TR1,0.0
WALLABY J103751-251809,159.463025841701,-25.3027705624942,57.3401213182046,5.18850885470944,4.85261092808501,2.51690080219816,8.637866006260552,8.882722879821642,0.897722634460015,0.002015698327035,Hydra TR1,0.0
WALLABY J104359-293304,160.995999353039,-29.551179548449,47.7797374142281,5.43196312892134,5.11859795220327,-57.2214566875815,8.464960583970283,8.714045236234762,0.999917181900488,0.002033454997008,Hydra TR1,0.0
WALLABY J104334-284856,160.893292573416,-28.8155817495143,147.35368972630758,5.7063124655004,4.26923124067554,46.2825581704289,9.436622123467147,9.687646843595795,0.998920194996873,0.001696883780592,Hydra TR1,0.0
WALLABY J103740-262100,159.419933024352,-26.3502310807741,53.81871481462656,5.67009535153123,4.77659814636435,7.77990694584111,8.559752843072875,8.811374539291345,0.962921397816707,0.001863805263555,Hydra TR1,0.0
WALLABY J103405-270612,158.523382657757,-27.1033546895837,166.8203154472068,6.58249959444268,4.47893424903355,-74.6689700590059,9.54117296303978,9.793154244569417,0.924683934235905,0.001638660046543,Hydra TR1,0.0
WALLABY J103816-281711,159.56793538818,-28.2864114465897,67.38783816783288,4.76205508604008,4.20280794356914,-71.5592123951245,8.740915194046595,8.996760517753,0.800902436942777,0.001800055385386,Hydra TR1,0.0
WALLABY J104356-244748,160.984658172673,-24.7969288927497,62.60316769112133,7.44823570144998,3.46544385817642,-42.5197113786307,8.669046838859215,8.927278232647469,0.609303901331131,0.003419189636408,Hydra TR1,4.0
WALLABY J103216-282359,158.06669929557,-28.3997853982677,88.96791051576315,7.304046832446,5.78666935690133,-42.1775923597276,8.97123330725549,9.230402620680575,0.999995842890784,0.001947536940141,Hydra TR1,0.0
WALLABY J103206-260152,158.028646604107,-26.0313063272427,44.709501829310554,6.15748506383975,4.3098023226708,83.5056794274061,8.362540679352701,8.6250825321338,0.683247809406417,0.002116452443343,Hydra TR1,0.0
WALLABY J103332-251645,158.38543968494,-25.2793535611673,51.165152702939345,5.52079800841231,4.95953451463126,-74.9512561623133,8.462292946873161,8.730231046613731,0.74313072825633,0.002032999166708,Hydra TR1,0.0
WALLABY J103914-271511,159.811225890111,-27.2531164142301,64.84339377380645,5.17873566109709,5.00381498067429,58.7996175489223,8.660314361003737,8.930689771285683,0.974631552304672,0.001588743435675,Hydra TR1,0.0
WALLABY J103602-272938,159.008933479836,-27.4941146235134,166.55115502852817,6.4654896210474,4.78769768622909,-19.7373181688737,9.475331106915146,9.747079679180128,0.756059183876208,0.001586218418875,Hydra TR1,0.0
WALLABY J103546-284602,158.944927313322,-28.767231520298,132.75013599352096,7.99481803934128,4.96992431006176,43.866961846255,9.261584162228026,9.538669083346454,0.967881387812702,0.001686091424361,Hydra TR1,0.0
