name,team_release,ra,dec,dist_h,log_m_hi_corr,ell_maj_beams_30arcsec,rel,qflag,selection_distance_from_2p5_beams
WALLABY J130150+041953,NGC 4808 TR1,195.4601475254844,4.331431974127958,160.6810652625029,10.120281733307257,2.47296981481,1.0,0.0,0.02703018519000011
WALLABY J133209-245132,NGC 5044 TR3,203.0381327500109,-24.85919147539857,111.1705063244808,10.146316199737248,2.49099527163,1.0,0.0,0.009004728369999881
WALLABY J100645-474147,Vela TR1,151.6909691134493,-47.69657413263839,57.75438664935244,9.431349418290937,2.49135126252,1.0,0.0,0.008648737480000168
