name,team_release,ra,dec,dist_h,log_m_hi_corr,ell_maj_beams_30arcsec,rel,qflag
WALLABY J095457-480416,Vela TR1,148.7388589744897,-48.07116148663219,165.0701673911815,10.140519878028845,1.41921901915,0.9999999999985063,0.0
WALLABY J095503-483432,Vela TR1,148.7632586885955,-48.5756343847744,244.5101940142764,10.287974151877362,1.29463951742,0.9999834358750379,0.0
WALLABY J095513-455152,Vela TR1,148.8055985213271,-45.86460971035184,177.28609952464532,10.16135125106492,2.31861146147,1.0,0.0
WALLABY J095532-443931,Vela TR1,148.8866162394723,-44.65866711006497,267.09836787846467,10.11317073658584,1.07132069379,0.9938243931410764,0.0
WALLABY J095552-455731,Vela TR1,148.9697613731683,-45.95862642566733,177.28517823605063,9.672198267124125,1.229603595,0.9921107034314609,0.0
WALLABY J095558-472929,Vela TR1,148.9947684475066,-47.49156502592491,273.46873619799976,9.966945953720906,1.04458024417,0.8245223413907778,0.0
WALLABY J095635-453219,Vela TR1,149.1461336588016,-45.53881766429953,197.01658842443834,9.555838390061062,1.17592517642,0.941587615822672,0.0
WALLABY J095648-450253,Vela TR1,149.2021867151426,-45.04816771137753,274.0510241493287,9.979645943243135,0.909216258616,0.9628264072802352,0.0
WALLABY J095710-485624,Vela TR1,149.2946729781148,-48.94016897211922,53.235110071761035,9.77399712590062,3.66930928055,1.0,0.0
WALLABY J095719-465024,Vela TR1,149.3294057466773,-46.84003820327256,185.7684841158162,9.991038194118389,1.41296305215,0.9999999983237661,0.0
WALLABY J095802-444730,Vela TR1,149.5106035225426,-44.79172681385906,339.6142701688206,10.110932541018125,0.982962705694,0.8593242754140692,0.0
WALLABY J095809-472057,Vela TR1,149.540309424494,-47.34937048719868,52.00967607519994,9.343473947479872,1.96228601534,1.0,0.0
WALLABY J095813-430817,Vela TR1,149.5548377083245,-43.13824693046259,104.3191045631549,9.662389915548347,1.3799546696,0.8616799998799867,0.0
WALLABY J095824-433328,Vela TR1,149.6001746272064,-43.55785582233826,260.5578846293075,10.003869587271131,1.10548752243,0.909163728041072,0.0
WALLABY J095836-470454,Vela TR1,149.6535068896348,-47.08191210614665,51.82495646416709,9.14737105885136,1.96831084545,1.0,0.0
WALLABY J095848-455156,Vela TR1,149.702858557222,-45.86573023957163,52.43843757669727,9.212753561354598,2.31710804905,0.9999989092988568,0.0
WALLABY J095901-480714,Vela TR1,149.7576241911613,-48.12066025962268,178.90300149980894,9.923815301901856,1.46678666584,0.9999206294970573,0.0
WALLABY J095917-440347,Vela TR1,149.8215891133909,-44.06321193721158,243.40028441614803,9.803626345032459,1.02995522533,0.721104255899508,0.0
WALLABY J095936-452856,Vela TR1,149.9026580921216,-45.4822946657924,33.63514034259238,8.927045494188384,2.02709380369,1.0,0.0
WALLABY J095955-464721,Vela TR1,149.9822014740147,-46.78924050337198,183.56183764960593,9.707403086626629,1.2306360649,0.9825540347949324,0.0
WALLABY J100001-443326,Vela TR1,150.0050393818212,-44.55744232411588,184.18411885444917,10.258997176868926,1.65961716025,1.0,0.0
WALLABY J100029-454401,Vela TR1,150.1223460801936,-45.73384810706622,51.904954618485135,9.012776385737128,1.97292098991,1.0,0.0
WALLABY J100033-444604,Vela TR1,150.1395904312692,-44.7679725595326,184.26369918984534,9.694901720039795,1.02062192752,0.9963048810798414,0.0
WALLABY J100036-465940,Vela TR1,150.1527269322858,-46.99455281779643,52.74551129294465,9.343376462735327,2.21985264909,1.0,0.0
WALLABY J100050-445210,Vela TR1,150.2118068638713,-44.86969406919133,177.46501185932235,9.816895196227973,1.19080874213,0.9997882950176736,0.0
WALLABY J100102-481259,Vela TR1,150.2618762910696,-48.21656753997796,181.02096230320217,9.954884110366526,1.66019404004,0.9999974536321087,0.0
WALLABY J100123-434533,Vela TR1,150.3485208613377,-43.75939165205764,50.696977942887955,9.662213809556405,2.97497135562,1.0,0.0
WALLABY J100143-441338,Vela TR1,150.4295057788743,-44.22722510236445,58.568012514559825,8.793896831381941,1.28519602567,0.9973024907785533,0.0
WALLABY J100145-471627,Vela TR1,150.4386150610816,-47.2743896640544,79.35896181800395,9.136955277250392,1.57124160674,0.9999866655769726,0.0
WALLABY J100151-454502,Vela TR1,150.4648303946827,-45.75065239821173,258.226192860044,10.028729827200785,1.15515894185,0.9962199555926944,0.0
WALLABY J100212-445101,Vela TR1,150.551853589939,-44.8505241785813,49.04758762505001,8.562439824563924,1.95335838011,0.9999992868373478,0.0
WALLABY J100221-454646,Vela TR1,150.5883335672281,-45.77956131601503,50.78444768844394,9.195513540902686,1.87441774291,1.0,0.0
WALLABY J100229-433859,Vela TR1,150.6212965211599,-43.64981859102152,176.53183378528547,10.25573432459483,3.25454529958,0.9999999999999996,0.0
WALLABY J100239-452950,Vela TR1,150.6627853167272,-45.49748415018546,50.199163667074316,9.670622477589315,2.44865926424,1.0,0.0
WALLABY J100246-465217,Vela TR1,150.6953287116233,-46.87149584712202,182.93435450822665,9.978732325847291,1.39042762267,0.9999999945666618,0.0
WALLABY J100259-472937,Vela TR1,150.7458156009691,-47.49364412106176,192.73408217479547,9.604524566657467,1.52807674481,0.7284386978399552,0.0
WALLABY J100307-453140,Vela TR1,150.7797434634091,-45.52789075759671,184.05391165185534,9.799944237496282,1.29520387269,0.9959256431851743,0.0
WALLABY J100311-424909,Vela TR1,150.7973342186481,-42.81931589548788,66.4505737811746,9.709573992362397,2.08939692799,0.9999930905151838,0.0
WALLABY J100317-440128,Vela TR1,150.8234917521114,-44.02465843431757,49.791413769093744,8.677944553410471,0.914517489844,0.998986497353604,0.0
WALLABY J100319-443142,Vela TR1,150.8309823309149,-44.52832970636892,47.739539397563995,9.006379714094255,1.43598578634,1.0,0.0
WALLABY J100352-443211,Vela TR1,150.970172219439,-44.53648490642918,49.30696532439756,9.127132190576472,1.5555888213,0.9999999999893021,0.0
