family,color,luminosity_band,intercept_a,slope_b,relation,color_value_mag,log10_L_band_Lsun,log10_Mstar_Msun
Z17_40LG_FSPS,g-r,g,-0.684000,1.575000,log10_ML=a+b*color,0.6232630707197035,10.414808152069304,10.712447488452838
Z17_40LG_FSPS,g-r,r,-0.491000,1.175000,log10_ML=a+b*color,0.6232630707197035,10.488113380357184,10.729447488452836
Z17_40LG_FSPS,g-r,z,-0.447000,0.911000,log10_ML=a+b*color,0.6232630707197035,10.637460349189604,10.758253006615256
Z17_40LG_FSPS,g-z,g,-0.680000,0.928000,log10_ML=a+b*color,1.1066304928007522,10.414808152069304,10.761761249388401
Z17_40LG_FSPS,g-z,r,-0.486000,0.690000,log10_ML=a+b*color,1.1066304928007522,10.488113380357184,10.765688420389703
Z17_40LG_FSPS,g-z,z,-0.438000,0.528000,log10_ML=a+b*color,1.1066304928007522,10.637460349189604,10.783761249388402
Z17_40LG_FSPS,r-z,g,-0.639000,2.157000,log10_ML=a+b*color,0.48336742208104866,10.414808152069304,10.818431681498126
Z17_40LG_FSPS,r-z,r,-0.453000,1.596000,log10_ML=a+b*color,0.48336742208104866,10.488113380357184,10.806567785998539
Z17_40LG_FSPS,r-z,z,-0.404000,1.196000,log10_ML=a+b*color,0.48336742208104866,10.637460349189604,10.81156778599854
Z17_40LG_BC03,g-r,g,-0.745000,1.616000,log10_ML=a+b*color,0.6232630707197035,10.414808152069304,10.677001274352346
Z17_40LG_BC03,g-r,r,-0.552000,1.216000,log10_ML=a+b*color,0.6232630707197035,10.488113380357184,10.694001274352344
Z17_40LG_BC03,g-r,z,-0.501000,0.937000,log10_ML=a+b*color,0.6232630707197035,10.637460349189604,10.720457846453968
Z17_40LG_BC03,g-z,g,-0.712000,0.920000,log10_ML=a+b*color,1.1066304928007522,10.414808152069304,10.720908205445996
Z17_40LG_BC03,g-z,r,-0.523000,0.687000,log10_ML=a+b*color,1.1066304928007522,10.488113380357184,10.725368528911302
Z17_40LG_BC03,g-z,z,-0.470000,0.520000,log10_ML=a+b*color,1.1066304928007522,10.637460349189604,10.742908205445994
Z17_40LG_BC03,r-z,g,-0.518000,1.084000,log10_ML=a+b*color,0.48336742208104866,10.414808152069304,10.42077843760516
Z17_40LG_BC03,r-z,r,-0.357000,0.794000,log10_ML=a+b*color,0.48336742208104866,10.488113380357184,10.514907113489537
Z17_40LG_BC03,r-z,z,-0.309000,0.403000,log10_ML=a+b*color,0.48336742208104866,10.637460349189604,10.523257420288267
B19_CBe_Chabrier_HUB3_Late_SynR,g-r,g,-0.870000,1.910000,log10_ML=a+b*color,0.6232630707197035,10.414808152069304,10.735240617143939
B19_CBe_Chabrier_HUB3_Late_SynR,g-r,r,-0.680000,1.540000,log10_ML=a+b*color,0.6232630707197035,10.488113380357184,10.767938509265528
B19_CBe_Chabrier_HUB3_Late_SynR,g-r,z,-0.710000,1.270000,log10_ML=a+b*color,0.6232630707197035,10.637460349189604,10.719004449003629
B19_CBe_Chabrier_HUB3_Late_SynR,g-z,g,-1.070000,1.130000,log10_ML=a+b*color,1.1066304928007522,10.414808152069304,10.595300608934153
B19_CBe_Chabrier_HUB3_Late_SynR,g-z,r,-0.850000,0.920000,log10_ML=a+b*color,1.1066304928007522,10.488113380357184,10.656213433733877
B19_CBe_Chabrier_HUB3_Late_SynR,g-z,z,-0.830000,0.750000,log10_ML=a+b*color,1.1066304928007522,10.637460349189604,10.637433218790168
B19_CBe_Chabrier_HUB3_Late_SynR,r-z,g,-1.150000,2.240000,log10_ML=a+b*color,0.48336742208104866,10.414808152069304,10.347551177530853
B19_CBe_Chabrier_HUB3_Late_SynR,r-z,r,-0.920000,1.820000,log10_ML=a+b*color,0.48336742208104866,10.488113380357184,10.447842088544693
B19_CBe_Chabrier_HUB3_Late_SynR,r-z,z,-0.880000,1.460000,log10_ML=a+b*color,0.48336742208104866,10.637460349189604,10.463176785427935
