galaxy_id,field_id,log10_gbar,gbar,gobs,proxy_value,delta_ref,primary_resolution,crossfit_ok,stratum,rad_arcsec,vrot_kms,gstar,log10_gstar,ggas,gravity_step_relative_change
WALLABY J133440-234722,NGC5044,-10.8151503333,1.53055755943e-11,5.58251247435e-11,14.1453593133,0.0453646024071,True,True,high,37.62,187.1,1.3707584926e-11,-10.8630390547,1.59799066823e-12,1.02223006541e-07
WALLABY J133440-234722,NGC5044,-11.0483080293,8.94729941028e-12,3.49561308037e-11,14.1453593133,-0.0237982835184,True,True,high,52.68,175.2,6.55260184886e-12,-11.18358622,2.39469756142e-12,7.08596182146e-06
WALLABY J133756-240727,NGC5044,-10.0826715121,8.2666297736e-11,1.08456179501e-10,7.10678388492,-0.12637557557,True,True,low,7.5,126,8.2666297736e-11,-10.0826715121,0,5.42921739812e-07
WALLABY J133756-240727,NGC5044,-10.3471279917,4.49647319017e-11,3.70354114781e-11,7.10678388492,-0.418528751271,True,True,low,22.56,127.7,4.41239949067e-11,-10.3553251742,8.40736995044e-13,2.96991634909e-07
WALLABY J133756-240727,NGC5044,-10.6756123984,2.11051091052e-11,1.98413045815e-11,7.10678388492,-0.486497008976,True,True,low,37.62,120.7,1.98688263088e-11,-10.7018277868,1.2362827964e-12,1.57495115487e-07
WALLABY J133756-240727,NGC5044,-10.9191765577,1.20454614564e-11,1.27508660092e-11,7.10678388492,-0.535523963707,True,True,low,52.68,114.5,9.93326851575e-12,-11.0029078245,2.11219294061e-12,0.000268091761234
WALLABY J133801-225524,NGC5044,-9.87689288627,1.32772188464e-10,3.35216395728e-10,13.2857149856,0.21952965394,True,True,middle,7.5,193.5,1.31822177752e-10,-9.88001151793,9.50010712314e-13,4.31981870851e-07
WALLABY J133801-225524,NGC5044,-10.2790973643,5.25899352002e-11,1.00220743145e-10,13.2857149856,-0.030029322762,True,True,middle,22.56,183.5,5.09244383691e-11,-10.293073752,1.66549683113e-12,1.2323260366e-06
WALLABY J133801-225524,NGC5044,-10.669174541,2.14202955606e-11,7.28297005953e-11,13.2857149856,0.0743828460345,True,True,middle,37.62,202,1.93612907077e-11,-10.7130656941,2.05900485294e-12,2.10914199358e-06
WALLABY J133801-225524,NGC5044,-10.9616325802,1.09236410233e-11,5.0222674082e-11,13.2857149856,0.0842248754379,True,True,middle,52.68,198.5,9.24361038315e-12,-11.0341583683,1.68003064011e-12,3.08803429087e-07
WALLABY J134019-235122,NGC5044,-10.1176450353,7.62702139496e-11,4.8219826789e-10,4.99028493005,0.5453256586,True,True,low,7.5,224.3,7.62702139496e-11,-10.1176450353,0,7.9468688697e-07
WALLABY J134019-235122,NGC5044,-10.2038185689,6.25433919812e-11,1.75665085768e-10,4.99028493005,0.164371117306,True,True,low,22.56,234.8,6.20192403191e-11,-10.2074735578,5.24151662051e-13,1.0947793962e-05
WALLABY J134019-235122,NGC5044,-10.3902378253,4.07157252155e-11,1.03734068884e-10,4.99028493005,0.0562131959376,True,True,low,37.62,233,3.75195398032e-11,-10.4257424971,3.19618541227e-12,3.68905407858e-06
WALLABY J134019-235122,NGC5044,-10.5836979473,2.6079667658e-11,6.97563455942e-11,4.99028493005,0.00400166095595,True,True,low,52.68,226.1,2.22008413227e-11,-10.6536305672,3.87882633531e-12,6.26083439563e-07
WALLABY J134019-235122,NGC5044,-10.7746254528,1.68025248818e-11,4.95555959971e-11,4.99028493005,-0.0301662105573,True,True,low,67.74,216.1,1.36507275692e-11,-10.8648442006,3.15179731256e-12,5.47806497572e-07
