galaxy_id,field_id,release_phase,distance_mpc,logMstar,logMHI,ell_maj_beams,R_HI90,R_dstar,R_HI90_arcsec,R50_r_arcsec,R_dstar_arcsec,kappa_HI,crossfit_phase_bit,crossfit_dropped_source_index,crossfit_n_source_used,crossfit_n_paired_bins,hi_mass_renorm_scale
WALLABY J130922-201247,NGC5044,2,239.934418764,10.3474330609,10.290252371,1.42953493169,44.6197948213,5.29246143446,44.6197948213,8.88258671831,5.29246143446,8.4308209656,1,,14,7,0.100869965044
WALLABY J130924-183226,NGC5044,2,189.629725646,10.3391117959,9.68035740476,1.44422104966,45.5657382012,2.54869602918,45.5657382012,4.27759630905,2.54869602918,17.8780590857,0,,16,8,0.118743248701
WALLABY J130932-145705,NGC5044,2,199.039022733,9.38354434038,9.56780336288,1.68351521537,57.4225726937,2.35232807699,57.4225726937,3.94802274755,2.35232807699,24.4109540907,0,0,14,7,0.113522927703
WALLABY J130934-145427,NGC5044,2,83.2771731081,8.0079936933,8.87338037911,1.02545088925,32.2616251393,3.50153014864,32.2616251393,5.87678258542,3.50153014864,9.21357914107,1,,10,5,0.107378736108
WALLABY J130937-150616,NGC5044,2,198.304472294,10.8065327797,9.65440621521,1.24629551281,40.3962155623,3.24271680951,40.3962155623,5.44240399672,3.24271680951,12.4575218668,1,0,10,5,0.121462925732
WALLABY J130939-135908,NGC5044,2,161.44245663,8.60448031416,9.4733405687,0.843690426877,31.1291418412,1.98635876751,31.1291418412,3.33379925855,1.98635876751,15.6714599348,0,,8,4,0.10300937629
WALLABY J130941-132855,NGC5044,2,203.844888899,9.81956196853,9.71353625334,1.18284303683,34.9789103644,3.48057994957,34.9789103644,5.84162088187,3.48057994957,10.0497362139,0,,10,5,0.112879256485
WALLABY J130941-145553,NGC5044,2,35.5956648894,7.66626790819,7.96995377004,1.12949074837,41.3208561579,1.88264027854,41.3208561579,3.15972364478,1.88264027854,21.948354462,1,,10,5,0.10662891901
WALLABY J130947-101916,NGC5044,2,17.2291899279,8.59887724834,8.84561973115,3.52752602193,105.512260713,13.0491108845,105.512260713,21.9009359754,13.0491108845,8.08578160206,0,0,22,11,0.0911832854499
WALLABY J130954-104332,NGC5044,2,86.3548765464,9.91866307728,9.75127923578,2.05682397983,63.4272400551,5.21278667122,63.4272400551,8.74886481924,5.21278667122,12.1676262728,0,0,20,10,0.106238870632
WALLABY J131017-171323,NGC5044,2,237.469853179,10.5120824783,9.7629459594,1.32022349579,40.7757588629,6.89058349619,40.7757588629,11.5647900703,6.89058349619,5.91760609032,0,0,10,5,0.119750791931
WALLABY J131032-172527,NGC5044,2,189.307971754,11.0219515666,9.93327143379,1.66478776661,52.0281197393,5.13564234794,52.0281197393,8.61938987647,5.13564234794,10.1307910899,1,0,14,7,0.106196148891
WALLABY J131033-170323,NGC5044,2,70.0238803882,8.17654675691,8.95994589428,1.13836051656,34.8699190217,4.15777854471,34.8699190217,6.97819510567,4.15777854471,8.38667058544,0,,10,5,0.111299827333
WALLABY J131037-144407,NGC5044,2,203.159638177,9.58168387612,9.82865494872,1.21447454568,38.3792208042,4.32928566822,38.3792208042,7.26604357018,4.32928566822,8.86502387355,0,0,12,6,0.115269730851
WALLABY J131038-144004,NGC5044,2,47.8547721263,8.01177575068,8.691284403,1.26574988734,33.8088192261,3.37843094279,33.8088192261,5.67017940381,3.37843094279,10.0072547874,1,0,12,6,0.100608739834
WALLABY J131041+053553,NGC4808,2,252.039965878,10.5961519429,10.0851161057,0.939100465205,35.3557660339,3.78969725434,35.3557660339,6.3604269799,3.78969725434,9.32944339903,0,0,8,4,0.114872018038
WALLABY J131049-105237,NGC5044,2,157.305471433,9.89974236479,9.96853555554,1.33379166169,42.9692616119,3.9328638718,42.9692616119,6.60071024138,3.9328638718,10.9256925774,1,,16,8,0.0979841922447
WALLABY J131049-182530,NGC5044,2,191.363464621,10.4970138359,9.66295499323,1.12180068773,34.541635649,3.7910651976,34.541635649,6.36272286335,3.7910651976,9.11132725199,1,0,10,5,0.113663507793
WALLABY J131049-182903,NGC5044,2,193.811084267,9.51472385084,9.98039873063,1.36287389153,43.7649001945,4.76178046595,43.7649001945,7.99191991214,4.76178046595,9.19086894229,1,,12,6,0.112100929076
WALLABY J131051-190753,NGC5044,2,285.008084644,10.7674895854,9.962761486,1.00883218755,33.5872276628,1.92745030802,33.5872276628,3.23493042287,1.92745030802,17.4257294848,0,,10,5,0.107581069277
WALLABY J131104-185724,NGC5044,2,230.652649908,9.72407336259,9.79891502425,1.13661805382,37.7595932034,2.19597033756,37.7595932034,3.68560020621,2.19597033756,17.194946834,1,0,8,4,0.104901176053
WALLABY J131113+065134,NGC4808,2,88.4973842314,8.20648838554,9.32321798578,1.69590446773,54.6135625437,2.71738227691,54.6135625437,4.56071036518,2.71738227691,20.0978577831,0,,16,8,0.102764089706
WALLABY J131124-104927,NGC5044,2,87.4893054421,8.83159309042,9.15705664168,0.987598814978,29.399966554,4.54531397021,29.399966554,7.62861402058,4.54531397021,6.46819268078,1,0,8,4,0.119092858408
WALLABY J131132-144033,NGC5044,2,35.103774472,7.81631336923,8.84680217856,1.65920853051,54.7180482211,7.09812062586,54.7180482211,11.9131093872,7.09812062586,7.70880788103,0,0,14,7,0.101066048068
WALLABY J131142-103858,NGC5044,2,157.556427443,10.7461042133,9.82865197358,1.24686713246,42.7948379488,4.32680332813,42.7948379488,7.26187734216,4.32680332813,9.89063627426,1,,12,6,0.123442926406
WALLABY J131145+075645,NGC4808,2,279.477281201,10.5494000764,10.4061113317,1.65965676376,50.9685821149,3.26249597897,50.9685821149,5.47560030624,3.26249597897,15.6225731598,1,0,12,6,0.0958596603148
WALLABY J131145-191544,NGC5044,2,39.7068006632,10.6381699584,8.75667534314,2.16161048607,62.3861743764,11.6473447111,62.3861743764,19.5482859375,11.6473447111,5.35625723493,0,0,14,7,0.10401858193
WALLABY J131150-141025,NGC5044,2,204.64629803,9.98041642987,9.75043970878,1.50021927181,52.0301738324,3.45528226656,52.0301738324,5.79916259174,3.45528226656,15.0581543904,0,,14,7,0.109291315845
WALLABY J131208+025916,NGC4808,2,43.405871392,8.7639403519,9.16894101573,2.02465529302,63.9747566642,13.7703703027,63.9747566642,23.111459549,13.7703703027,4.64582689193,1,0,18,9,0.0909814696049
WALLABY J131222-143329,NGC5044,2,99.6684428038,8.93198406183,9.11875250604,0.957414943973,32.9119422397,4.58972463676,32.9119422397,7.70315052911,4.58972463676,7.17078797628,0,,10,5,0.105330141085
WALLABY J131248-173738,NGC5044,2,197.028243731,10.3419551406,10.1643535186,1.35252619338,41.638602073,3.08268906666,41.638602073,5.17382191618,3.08268906666,13.5072338379,0,,12,6,0.102756837811
WALLABY J131251-183142,NGC5044,2,87.9753793758,8.6529548309,9.21227532468,1.04294350251,34.4218498198,2.11810367681,34.4218498198,3.55491293052,2.11810367681,16.2512582347,0,,10,5,0.101364828568
WALLABY J131253-105339,NGC5044,2,88.9988449388,9.48527227736,9.63505599263,1.63383260179,55.4788402197,6.15867955417,55.4788402197,10.3364012922,6.15867955417,9.00823621877,0,,16,8,0.096182213587
WALLABY J131321-185558,NGC5044,2,87.6930851428,9.84840593372,9.85785958252,1.8012152577,57.8830935579,6.89993348353,57.8830935579,11.5804825934,6.89993348353,8.38893500874,0,0,16,8,0.101656824187
WALLABY J131327-204640,NGC5044,2,192.092760286,10.2571978715,10.1372013228,1.22733857838,39.0439732698,3.99481610764,39.0439732698,6.70468758992,3.99481610764,9.77365971745,0,0,10,5,0.109252673067
WALLABY J131344-175928,NGC5044,2,101.607679357,8.82291533071,9.59584680684,1.42739567482,43.1752556492,2.66719526668,43.1752556492,4.47647914761,2.66719526668,16.1875120988,0,,14,7,0.104146812979
WALLABY J131431-105651,NGC5044,2,28.7967815047,8.4112518993,8.57045109699,1.48672322973,48.9252692143,13.0895619261,48.9252692143,21.9688268593,13.0895619261,3.73773159793,1,0,12,6,0.106922734996
WALLABY J131441-184647,NGC5044,2,98.6701317096,10.3588790722,9.54712304549,1.44142051228,44.1032003043,6.45901737411,44.1032003043,10.8404723683,6.45901737411,6.82815941649,0,0,14,7,0.103619803915
WALLABY J131451-143740,NGC5044,2,169.283179098,10.3715108685,9.65676507334,1.19318099694,38.9319573343,3.31775511902,38.9319573343,5.56834431761,3.31775511902,11.7344276288,0,0,12,6,0.114828290514
WALLABY J131516-145919,NGC5044,2,33.2540356889,7.83842475248,8.15887292152,1.25807656027,44.4807350586,2.85640939969,44.4807350586,4.79404611822,2.85640939969,15.5722548258,1,0,10,5,0.123315682589
WALLABY J131600-185222,NGC5044,2,251.724301682,8.63613296442,9.88814465619,1.23925870391,39.7071827808,0.588052121522,39.7071827808,0.986955508129,0.588052121522,67.5232370186,1,0,8,4,0.11175398431
WALLABY J131618-190711,NGC5044,2,91.218332516,8.06406581103,9.03976506754,1.16953180129,41.7694942634,2.48116040332,41.7694942634,4.16424809465,2.48116040332,16.8346609948,1,,10,5,0.109225776885
WALLABY J131618-204147,NGC5044,2,41.3931007697,8.72693529563,9.17911853291,1.98329730738,59.9020402437,6.44720043636,59.9020402437,10.8206394464,6.44720043636,9.29117077017,0,,22,11,0.0953600727384
WALLABY J131624-192614,NGC5044,2,107.208948122,9.49816197393,9.56700928438,1.42584477744,45.5030507773,4.47823553506,45.5030507773,7.51603313085,4.47823553506,10.1609328989,0,,14,7,0.103834221109
WALLABY J131650-184634,NGC5044,2,111.216543448,8.70768250318,9.02607684988,1.29285158135,39.8141738344,5.51842062886,39.8141738344,9.26182465209,5.51842062886,7.21477692841,0,0,12,6,0.119719926046
WALLABY J131650-214015,NGC5044,2,27.5689014617,8.78395846504,8.62304564396,1.48148838938,52.5160334585,11.3046479833,52.5160334585,18.9731219161,11.3046479833,4.6455257639,0,,12,6,0.0895886752585
WALLABY J131738-201111,NGC5044,2,299.779606476,10.6388226423,10.5008049992,1.41870704184,47.0271042904,3.37712897642,47.0271042904,5.66799425247,3.37712897642,13.9251727188,0,,12,6,0.0978209526501
WALLABY J131739-213708,NGC5044,2,41.8802671397,8.99644729925,9.20846934001,2.45523729925,81.7177337165,12.7064174275,81.7177337165,21.3257774433,12.7064174275,6.4312174681,1,0,18,9,0.0993079267996
WALLABY J131744-185121,NGC5044,2,103.62492349,8.73302991444,9.30990951312,1.17651859259,40.9724919423,2.57405268684,40.9724919423,4.32015357911,2.57405268684,15.9175032243,1,,10,5,0.0901429825858
WALLABY J131745-185133,NGC5044,2,103.428995839,6.61920677277,9.48403993394,2.85012837052,86.6632630572,0.422626997724,86.6632630572,0.70931474953,0.422626997724,205.058511463,0,0,24,12,0.104383996535
WALLABY J131753-193408,NGC5044,2,224.967278308,9.88933259298,10.035666632,1.18991392163,40.1558401366,3.46719994432,40.1558401366,5.81916459033,3.46719994432,11.5816338202,1,,10,5,0.0944190077161
WALLABY J131805-191823,NGC5044,2,197.288197651,9.40197324288,9.94817351923,1.15508336895,39.2532223107,4.0007117819,39.2532223107,6.71458257708,4.0007117819,9.81155965504,1,0,10,5,0.113454654701
WALLABY J131844-113805,NGC5044,2,127.683133886,9.75257297212,9.41464370357,1.82348515696,55.3211743127,1.37985621954,55.3211743127,2.31587753273,1.37985621954,40.0919846062,0,,20,10,0.118113831454
WALLABY J131915-155513,NGC5044,2,96.7609029787,9.56406848371,9.37823827777,1.40794807769,46.5525275701,3.57427884888,46.5525275701,5.99888014749,3.57427884888,13.0243133058,1,0,12,6,0.1264124312
WALLABY J132121-151214,NGC5044,2,100.27235561,8.71414545814,9.30344558766,1.08096161989,34.8567264343,5.96342014716,34.8567264343,10.0086882542,5.96342014716,5.84508982666,1,0,10,5,0.104280383505
WALLABY J132124-160619,NGC5044,2,73.2342229945,9.44603390078,8.83555491526,1.04139096234,33.6680418088,4.06909430205,33.6680418088,6.82935217394,4.06909430205,8.27408737906,0,,10,5,0.0998987469915
WALLABY J132132-152931,NGC5044,2,74.7840442619,9.24163589014,9.41362807851,1.28253219981,41.6719193716,7.96603373435,41.6719193716,13.3697687404,7.96603373435,5.23120046454,1,0,12,6,0.103528676014
WALLABY J132136-203629,NGC5044,2,31.2885890533,8.30725853309,8.37510860591,1.35904188771,43.8613441047,5.81011472192,43.8613441047,9.75138855519,5.81011472192,7.54913563742,1,,16,8,0.107279260703
WALLABY J132145-154135,NGC5044,2,74.0270945425,8.52367010451,9.31504304483,1.13134905465,35.8655268149,5.51241825691,35.8655268149,9.2517505892,5.51241825691,6.50631449636,1,0,10,5,0.108806665562
WALLABY J132157-165559,NGC5044,2,89.3953418193,10.5424780381,8.82818954949,0.855878492529,31.683977029,6.61444940383,31.683977029,11.1013412475,6.61444940383,4.79011556286,0,,8,4,0.109911292666
WALLABY J132208-164023,NGC5044,2,72.1578001831,9.12522844689,8.86461534722,1.65609139725,58.5776100749,0.851640837146,58.5776100749,1.4293488356,0.851640837146,68.782058727,0,0,16,8,0.109373553666
WALLABY J132211-160558,NGC5044,2,108.072730123,10.9018175045,9.48998721912,2.21513411551,65.2650304107,6.30571762935,65.2650304107,10.5831822031,6.30571762935,10.3501352656,1,0,18,9,0.104531528006
WALLABY J132219-164225,NGC5044,2,98.2525859897,10.4767739579,9.96293571331,1.95947932007,57.4259077263,12.8423151505,57.4259077263,21.5538609778,12.8423151505,4.47161645335,0,,22,11,0.0953921585952
WALLABY J132229-214334,NGC5044,2,23.4695919898,9.03438989494,7.92930130569,0.98026586756,28.704576425,10.1798042128,28.704576425,17.0852437595,10.1798042128,2.81975721979,1,0,8,4,0.107699984709
WALLABY J132259-204701,NGC5044,2,103.349621755,10.0641882411,9.53201590439,1.35222772324,45.8304146765,10.0027847638,45.8304146765,16.7881437002,10.0027847638,4.58176555414,1,,12,6,0.0927972634818
WALLABY J132313-152804,NGC5044,2,95.362846122,8.42170792963,9.33402213599,1.44474278148,45.9495534377,2.55521041055,45.9495534377,4.2885297014,2.55521041055,17.9826887242,1,,14,7,0.103628630743
WALLABY J132329-163056,NGC5044,2,73.7588385492,9.24011807227,9.23930393622,1.36901273224,44.6141741674,4.67412788614,44.6141741674,7.84480846866,4.67412788614,9.54491944898,1,0,12,6,0.117093312559
WALLABY J132329-232337,NGC5044,2,22.6188388358,7.83463214147,8.12075096117,1.38306627904,43.7024614442,9.57177151402,43.7024614442,16.0647539097,9.57177151402,4.56576521704,0,0,12,6,0.105971051335
WALLABY J132331-235339,NGC5044,2,179.435780925,11.0457239965,10.2721324598,1.43417447719,41.3297542246,4.32746400945,41.3297542246,7.26298619467,4.32746400945,9.55057145116,0,0,14,7,0.0989842453797
WALLABY J132358-151422,NGC5044,2,204.776977935,10.2707097438,10.0550638674,1.64037593445,52.3193744332,3.18950080522,52.3193744332,5.35308907609,3.18950080522,16.4036247765,0,,14,7,0.106005288057
WALLABY J132359-235510,NGC5044,2,267.941630427,10.3790983148,9.94911252767,1.41677674833,44.617896949,0.394557749628,44.617896949,0.662204811477,0.394557749628,113.083311609,1,,10,5,0.11780360923
WALLABY J132415-164212,NGC5044,2,21.3470537418,8.82992100164,8.57469769084,1.95888866491,65.8579378125,10.6075742631,65.8579378125,17.8031903358,10.6075742631,6.20857664337,1,0,16,8,0.100743781993
WALLABY J132415-232043,NGC5044,2,68.1734647537,9.9806415608,9.50738356159,2.20805996118,68.3322810547,10.1609696443,68.3322810547,17.0536328181,10.1609696443,6.72497639959,0,,28,14,0.102350929455
WALLABY J132422-162744,NGC5044,2,312.292202989,8.22354027142,9.84653179954,1.06399955306,34.2720528611,0.518405106345,34.2720528611,0.870063649843,0.518405106345,66.1105618784,1,,8,4,0.123152808338
WALLABY J132531-212650,NGC5044,2,69.6294663138,8.7133849083,9.08539692393,1.13668153734,37.6198309007,7.02290413175,37.6198309007,11.7868700107,7.02290413175,5.35673422205,1,,10,5,0.105519930984
WALLABY J132531-220703,NGC5044,2,132.79599629,8.9903533794,9.57605935425,1.25438397331,44.8683950418,3.11969072044,44.8683950418,5.23592353043,3.11969072044,14.3823215384,0,0,10,5,0.111827359861
WALLABY J132532-161724,NGC5044,2,96.7329996515,7.93458103166,8.93505269039,1.80585625121,54.9482863792,0.244095300214,54.9482863792,0.409676612392,0.244095300214,225.109972748,1,,14,7,0.104796513861
WALLABY J132536-213356,NGC5044,2,127.06660022,9.2081919498,9.74473614944,2.01835724519,62.7721345856,6.49111028408,62.7721345856,10.8943354071,6.49111028408,9.67047728946,0,0,20,10,0.104120955176
WALLABY J132538-163436,NGC5044,2,97.7052537982,8.79521709998,9.11602856136,1.11182679716,35.9654550337,4.06236165978,35.9654550337,6.81805246406,4.06236165978,8.85333656767,1,,10,5,0.101087274252
WALLABY J132542-164457,NGC5044,2,77.2310214611,9.72165906185,9.53390034295,2.26005308067,70.8680118849,5.56016524211,70.8680118849,9.33188659808,5.56016524211,12.7456665043,0,,28,14,0.101191053719
WALLABY J132551-162706,NGC5044,2,96.321238315,8.47271229084,9.15370946159,1.04331924521,34.2409300908,1.73804230902,34.2409300908,2.91703807786,1.73804230902,19.7008610855,0,,10,5,0.105321294267
WALLABY J132552-241252,NGC5044,2,177.673084369,9.0857756903,9.81435644574,1.43316197768,45.2962671087,1.97188488778,45.2962671087,3.30950706607,1.97188488778,22.971050384,0,,12,6,0.104431454086
WALLABY J132558-233802,NGC5044,2,194.180218502,10.1861386615,10.1159370596,1.65200421165,52.3018943931,4.32491482844,52.3018943931,7.25870778438,4.32491482844,12.0931617079,0,0,16,8,0.112212024263
WALLABY J132558-242128,NGC5044,2,177.757876426,8.50333832733,9.68792042841,1.61242427307,46.1971365326,1.92966318469,46.1971365326,3.23864439777,1.92966318469,23.9405181688,0,,12,6,0.106495790551
WALLABY J132607-171123,NGC5044,2,231.711060427,10.5099617192,10.0191426148,1.21533261306,42.0554998142,3.75562969292,42.0554998142,6.30324979073,3.75562969292,11.1979889533,1,,10,5,0.0927115974429
WALLABY J132612-162649,NGC5044,2,345.116710878,10.5009090001,10.1705637843,1.0873630867,37.2377251671,2.21450076187,37.2377251671,3.71670068808,2.21450076187,16.8154040894,0,0,12,6,0.111836340056
WALLABY J132620-223750,NGC5044,2,129.887209283,11.099699801,9.85576631082,1.76194380207,57.3647732267,10.3051582596,57.3647732267,17.2956313466,10.3051582596,5.56660769119,0,0,14,7,0.104829104315
WALLABY J132621-155739,NGC5044,2,295.545128731,9.68866015668,9.81391262354,1.15316470222,40.6502000657,2.49279594221,40.6502000657,4.18377656633,2.49279594221,16.3070708586,0,,10,5,0.109212926043
WALLABY J132625-215123,NGC5044,2,127.624546645,9.89049334352,9.53189658294,0.989438232501,32.9633450529,3.56356275909,32.9633450529,5.98089483046,3.56356275909,9.25010930952,0,,8,4,0.101068391485
WALLABY J132634-222458,NGC5044,2,103.056752551,9.10812993722,9.35202137211,1.14484387006,38.015932978,5.5115805313,38.015932978,9.25034459495,5.5115805313,6.89746484917,1,0,8,4,0.10537677071
WALLABY J132635-221419,NGC5044,2,20.3697131824,8.60167448638,9.00700343362,2.86775564195,89.5386158353,20.9750548367,89.5386158353,35.2034201506,20.9750548367,4.26881438606,0,0,30,15,0.0957112286664
WALLABY J132648-250524,NGC5044,2,159.943208866,10.7890822776,9.67061515896,0.959279380926,32.6427488922,4.77301348452,32.6427488922,8.01077281505,4.77301348452,6.83902297743,0,,8,4,0.109694909572
WALLABY J132746-161514,NGC5044,2,99.9974080452,9.52350825178,9.30101027249,3.28744609436,91.9710135998,0.528700739404,91.9710135998,0.887343294598,0.528700739404,173.956657794,1,,32,16,0.111582076637
WALLABY J132747-155109,NGC5044,2,77.6459517496,7.83199862518,8.77996010678,1.13723126161,36.3847303549,0.343230057565,36.3847303549,0.576059133997,0.343230057565,106.006829976,1,0,8,4,0.119931144966
WALLABY J132749-240921,NGC5044,2,133.901892756,8.51987483151,9.46641403196,1.04892579712,33.6338861532,2.49556437894,33.6338861532,4.18842296379,2.49556437894,13.4774668356,0,,8,4,0.119993689032
WALLABY J132751-240335,NGC5044,2,133.864600823,9.1955963895,9.5651294514,1.37729308047,45.89123536,1.81335091635,45.89123536,3.04343205231,1.81335091635,25.3074211649,0,,12,6,0.104616850496
WALLABY J132807-162439,NGC5044,2,26.2689382778,8.45757682249,7.94548398645,1.2110495402,38.5979478244,3.1636063162,38.5979478244,5.3096291384,3.1636063162,12.2006166275,0,0,8,4,0.116788993999
WALLABY J132811-240540,NGC5044,2,161.777170578,9.95507183954,10.0705022847,1.27007977312,39.7106520343,6.12517304667,39.7106520343,10.2801657462,6.12517304667,6.4831885943,0,0,12,6,0.1131098744
WALLABY J132812-245827,NGC5044,2,197.765776683,10.8824492311,10.1556091935,1.70055143735,52.9172859066,4.53265654304,52.9172859066,7.60737046578,4.53265654304,11.6746736498,0,0,18,9,0.109566042074
WALLABY J132859-234535,NGC5044,2,134.703771933,9.6219602586,9.26312550358,1.52014921027,51.6402991494,4.74710041764,51.6402991494,7.96728169725,4.74710041764,10.8782824474,1,0,16,8,0.114451434394
WALLABY J132911-224640,NGC5044,2,127.497170113,9.07400506105,9.77522260114,1.52436875199,53.8847369145,4.61246743735,53.8847369145,7.74132084002,4.61246743735,11.6824102601,1,0,16,8,0.0975010953973
WALLABY J132919-162832,NGC5044,2,84.3055872088,8.84168610674,9.112646985,1.32473295132,43.8853016249,7.21889143359,43.8853016249,12.1158047088,7.21889143359,6.07923003534,0,,10,5,0.107047575544
WALLABY J132947-170153,NGC5044,2,226.404621979,10.6691910098,9.97198797983,1.81156974904,60.6180559391,2.14145149675,60.6180559391,3.59409867383,2.14145149675,28.3069945928,1,,22,11,0.111643722648
WALLABY J133019-220858,NGC5044,2,78.3928333354,9.75268571267,9.57712064161,2.01838403201,69.673503286,6.79341002648,69.673503286,11.4016992699,6.79341002648,10.2560426964,0,,18,9,0.0957026890409
WALLABY J133020-221958,NGC5044,2,78.8771142692,9.16212216625,9.21990055312,2.24149299913,77.8540909401,2.38243218906,77.8540909401,3.99854789343,2.38243218906,32.6784079301,1,,20,10,0.101033963065
WALLABY J133031-231420,NGC5044,2,132.635662721,10.2295329124,9.75503998227,1.88377577919,63.3296040366,5.56076925108,63.3296040366,9.33290033472,5.56076925108,11.3886408835,0,,18,9,0.103110451725
WALLABY J133039-241626,NGC5044,2,109.787918533,8.69261973828,9.11101142974,1.12185008274,34.0900904401,2.25606911665,34.0900904401,3.78646681119,2.25606911665,15.1103927573,1,,10,5,0.110013904155
WALLABY J133041-233009,NGC5044,2,184.384083433,10.9264798263,10.4292145075,2.12744460212,69.3905433088,5.16656929909,69.3905433088,8.67129603183,5.16656929909,13.4306808429,0,0,22,11,0.100749590681
WALLABY J133048-251954,NGC5044,2,113.610339478,10.5292666606,9.85308662803,1.5287209522,51.2397449227,7.39204009776,51.2397449227,12.4064082482,7.39204009776,6.9317460735,0,,12,6,0.101130811743
WALLABY J133059-160809,NGC5044,2,234.610760925,10.1535040589,9.83962365582,1.29939085156,40.9823789797,4.06609528687,40.9823789797,6.82431878584,4.06609528687,10.0790503144,0,0,10,5,0.113038130118
WALLABY J133108-164842,NGC5044,2,103.738428885,9.72401317646,9.08925747843,1.08073325626,34.8019406328,0.597639223818,34.8019406328,1.00304599241,0.597639223818,58.2323569904,1,,10,5,0.111736787175
WALLABY J133113-220341,NGC5044,2,132.370715314,10.0237742285,9.87381799916,1.49113961905,44.1335209026,4.69818890247,44.1335209026,7.88519120299,4.69818890247,9.39373060954,1,,16,8,0.101793086953
WALLABY J133115-250859,NGC5044,2,113.857725752,10.0927970878,10.1994055418,2.64688866066,83.2762879201,5.37259864034,83.2762879201,9.01708475659,5.37259864034,15.5001878039,1,,20,10,0.0966332908042
WALLABY J133134-240142,NGC5044,2,110.234744858,8.85996886146,9.39328964099,1.36550066055,42.2285344759,5.32801990818,42.2285344759,8.94226617564,5.32801990818,7.9257463755,0,,12,6,0.104333262034
WALLABY J133138-232047,NGC5044,2,107.282280771,9.54212743483,10.049071008,1.66290100029,52.1274350094,9.05093818555,52.1274350094,15.1906148605,9.05093818555,5.75934051706,0,0,16,8,0.101401437693
WALLABY J133141-173508,NGC5044,2,103.56066844,6.356863045,9.16272651755,0.994139829653,33.1861528817,0.415076895635,33.1861528817,0.696643058415,0.415076895635,79.9518191223,0,,8,4,0.112536216573
WALLABY J133141-231608,NGC5044,2,131.414349269,8.63907140949,9.33285308537,1.18118164334,34.6471480165,3.38308372937,34.6471480165,5.67798839417,3.38308372937,10.2412919064,0,,10,5,0.0965545914447
WALLABY J133151-173014,NGC5044,2,199.078138062,9.29948269062,9.81587364601,2.02718342297,63.7252010188,3.03401222,63.7252010188,5.0921252771,3.03401222,21.0036072363,0,0,16,8,0.112694347153
WALLABY J133152-235603,NGC5044,2,106.672778573,9.23671348854,9.21188085713,1.3400772806,40.4227943966,2.03647513831,40.4227943966,3.41791191863,2.03647513831,19.8493925293,0,,10,5,0.110956946724
WALLABY J133207-220728,NGC5044,2,135.895689417,10.4638316451,9.32745001559,0.880746870026,28.6692520621,8.36440870698,28.6692520621,14.0383801766,8.36440870698,3.42752883874,1,0,8,4,0.128260458901
WALLABY J133210-252901,NGC5044,2,145.560409685,9.55750366537,10.1372878031,1.54739452581,46.457465712,4.11595224676,46.457465712,6.9079960644,4.11595224676,11.2871731562,1,,12,6,0.097582517682
WALLABY J133217-231924,NGC5044,2,190.907409796,9.74680934198,9.91482624165,1.19120699948,39.6889362278,3.39908806744,39.6889362278,5.70484922679,3.39908806744,11.6763483147,0,0,10,5,0.106141885113
WALLABY J133242-233015,NGC5044,2,144.683300648,10.8498144448,9.3883473339,0.928443260754,32.5096163537,4.3025178627,32.5096163537,7.22111790435,4.3025178627,7.55595151284,0,,8,4,0.119568203921
WALLABY J133245-241711,NGC5044,2,199.661069476,10.7830719414,10.1939082342,1.31930719672,40.6596076057,4.4114059861,40.6596076057,7.40386995852,4.4114059861,9.21692715061,0,0,14,7,0.102537732292
WALLABY J133247-222656,NGC5044,2,101.197309727,9.74362268834,9.66709281355,1.25415017858,40.5474860468,3.97043649687,40.5474860468,6.66377014358,3.97043649687,10.2123497199,0,0,12,6,0.0977801505614
WALLABY J133253-241226,NGC5044,2,69.5426374862,10.8762236858,9.63309397399,1.75847375242,58.9862620375,6.93628637085,58.9862620375,11.6414953524,6.93628637085,8.50401192853,0,0,16,8,0.0973668713047
WALLABY J133255-154459,NGC5044,2,235.173023754,9.8543091191,9.67593467593,1.41289917684,39.9917025629,2.44260266606,39.9917025629,4.09953483239,2.44260266606,16.3725779549,0,0,16,8,0.118712019774
WALLABY J133300-224718,NGC5044,2,179.903519319,8.96409318335,9.58971881844,0.98635133797,35.8314009761,3.21288178868,35.8314009761,5.39233047932,3.21288178868,11.1524180884,0,0,8,4,0.122234840801
WALLABY J133301-161437,NGC5044,2,103.659295235,10.6737031458,9.58723614964,1.46619215009,44.0093040652,2.95844640281,44.0093040652,4.96529961528,2.95844640281,14.8758159091,0,0,16,8,0.101771775495
WALLABY J133308-233234,NGC5044,2,146.65021956,10.6229748581,10.0472299573,1.34974996831,42.6702340925,4.92587552024,42.6702340925,8.26732835259,4.92587552024,8.66246699032,0,,14,7,0.104737617639
WALLABY J133321-231451,NGC5044,2,184.836403773,9.57983636603,10.0474805584,1.24690630816,39.8123491158,3.76128602689,39.8123491158,6.31274308183,3.76128602689,10.5847704299,0,0,10,5,0.100570478634
WALLABY J133351-224126,NGC5044,2,189.62428619,10.5950522608,9.76051878416,1.061003034,33.2149067339,4.71690153957,33.2149067339,7.91659750114,4.71690153957,7.04167904614,1,0,10,5,0.123985027593
WALLABY J133413-225449,NGC5044,2,184.425848017,10.1697854478,9.8781666887,1.19222584029,40.4220051788,1.75092378371,40.4220051788,2.93865766213,1.75092378371,23.0861020651,0,0,14,7,0.110338252443
