galaxy_id,field_id,R_HI90,R_dstar,kappa_HI,stratum
WALLABY J125636+030211,NGC4808,33.052765676,1.57228409811,21.0221331601,high
WALLABY J130334-163733,NGC5044,50.175860685,2.35454881404,21.3101806961,high
WALLABY J130510-161645,NGC5044,40.5353325969,1.8900899401,21.4462453542,high
WALLABY J130941-145553,NGC5044,41.3208561579,1.88264027854,21.948354462,high
WALLABY J134737-201752,NGC5044,38.2573355379,1.72089415697,22.2310799203,high
WALLABY J132552-241252,NGC5044,45.2962671087,1.97188488778,22.971050384,high
WALLABY J133413-225449,NGC5044,40.4220051788,1.75092378371,23.086102065,high
WALLABY J133624-165744,NGC5044,33.6039974174,1.45515489577,23.0930724386,high
WALLABY J125718+045929,NGC4808,44.3573344112,1.8932573588,23.4291097325,high
WALLABY J133819-203750,NGC5044,43.511225081,1.83894679914,23.6609482674,high
WALLABY J130216+060128,NGC4808,56.5381253048,2.3893201317,23.662850597,high
WALLABY J132558-242128,NGC5044,46.1971365326,1.92966318469,23.9405181687,high
WALLABY J134447-230014,NGC5044,45.5259443128,1.87933369891,24.2245133683,high
WALLABY J130932-145705,NGC5044,57.4225726937,2.35232807699,24.4109540907,high
WALLABY J130545-193817,NGC5044,73.9216856154,2.99431802138,24.687319479,high
WALLABY J125133+080241,NGC4808,65.8568378484,2.61838976884,25.1516556596,high
WALLABY J132751-240335,NGC5044,45.89123536,1.81335091635,25.307421165,high
WALLABY J134145-191825,NGC5044,48.7353607958,1.83538953528,26.5531430026,high
WALLABY J130322+073646,NGC4808,60.83802085,2.24626144557,27.0841228077,high
WALLABY J133708-203705,NGC5044,47.5760698594,1.7371890893,27.3868113451,high
WALLABY J133437-211108,NGC5044,41.6200570537,1.5136756456,27.4960208118,high
WALLABY J125834+054735,NGC4808,54.249265776,1.94928838321,27.830292451,high
WALLABY J125012+073442,NGC4808,93.9918396572,3.32281340163,28.2868245358,high
WALLABY J132947-170153,NGC5044,60.6180559391,2.14145149675,28.3069945927,high
WALLABY J130813+064248,NGC4808,47.0083986898,1.61893669835,29.0365884829,high
WALLABY J125647+055512,NGC4808,53.2334564874,1.68769779761,31.5420548411,high
WALLABY J130821-185647,NGC5044,73.4853323265,2.32740189962,31.5739762602,high
WALLABY J130034+052831,NGC4808,50.1630268532,1.58148487025,31.7189419873,high
WALLABY J130643-155855,NGC5044,43.7344889023,1.34998744189,32.3962190649,high
WALLABY J130813+053320,NGC4808,46.6824691208,1.43414424901,32.55074875,high
WALLABY J133020-221958,NGC5044,77.8540909401,2.38243218906,32.6784079302,high
WALLABY J133727-223204,NGC5044,101.558656827,3.01312825319,33.7053879865,high
WALLABY J130133-192537,NGC5044,38.8336800745,1.13087046455,34.3396359635,high
WALLABY J130130-151321,NGC5044,40.9137032324,1.07865546961,37.9302793015,high
WALLABY J131844-113805,NGC5044,55.3211743127,1.37985621954,40.0919846063,high
WALLABY J130012+054417,NGC4808,41.1021991197,0.940173561622,43.7176717124,high
WALLABY J125814+061724,NGC4808,38.8171339611,0.807117804003,48.0935171651,high
WALLABY J133108-164842,NGC5044,34.8019406328,0.597639223818,58.2323569903,high
WALLABY J132422-162744,NGC5044,34.2720528611,0.518405106345,66.1105618784,high
WALLABY J131600-185222,NGC5044,39.7071827808,0.588052121522,67.5232370186,high
WALLABY J132208-164023,NGC5044,58.5776100749,0.851640837146,68.782058727,high
WALLABY J130321-134144,NGC5044,61.9469110557,0.87744823635,70.598935059,high
WALLABY J133141-173508,NGC5044,33.1861528817,0.415076895635,79.9518191224,high
WALLABY J130347-180311,NGC5044,37.5467890915,0.394682332154,95.1316692759,high
WALLABY J132747-155109,NGC5044,36.3847303549,0.343230057565,106.006829976,high
WALLABY J132359-235510,NGC5044,44.617896949,0.394557749628,113.083311609,high
WALLABY J125855-142319,NGC5044,42.5771367966,0.33829756076,125.857061165,high
WALLABY J130901-172115,NGC5044,44.5810308147,0.328760259792,135.603466316,high
WALLABY J132746-161514,NGC5044,91.9710135998,0.528700739404,173.956657794,high
WALLABY J131745-185133,NGC5044,86.6632630572,0.422626997724,205.058511463,high
WALLABY J132532-161724,NGC5044,54.9482863792,0.244095300214,225.109972748,high
WALLABY J130810+044441,NGC4808,119.858847833,0.42798627276,280.053019131,high
