galaxy_id,pair_index,rin_arcsec,rout_arcsec,sigma_hi_msun_pc2
WALLABY J130004-152151,5,60.0000000001,72.0000000001,0.0493093564207
WALLABY J130004-152151,6,72.0000000001,84.0000000002,0.0451315623173
WALLABY J130004-152151,7,84.0000000002,96.0000000002,0.00359568127821
WALLABY J130010-130042,0,4.4408920985e-16,12,1.91103887919
WALLABY J130010-130042,1,12,24,1.64046611162
WALLABY J130010-130042,2,24,36.0000000001,0.979154720485
WALLABY J130010-130042,3,36.0000000001,48.0000000001,0.00298064868828
WALLABY J130012+054417,0,4.4408920985e-16,12,1.54160351147
WALLABY J130012+054417,1,12,24,1.34568580184
WALLABY J130012+054417,2,24,36.0000000001,1.05780669435
WALLABY J130012+054417,3,36.0000000001,48.0000000001,0.0373373143288
WALLABY J130012+054417,4,48.0000000001,60.0000000001,0.00544818558952
WALLABY J130016-170140,0,4.4408920985e-16,12,13.6831175649
WALLABY J130016-170140,1,12,24,9.4820731982
WALLABY J130016-170140,2,24,36.0000000001,2.56899159851
WALLABY J130016-170140,3,36.0000000001,48.0000000001,1.60771580642
WALLABY J130016-170140,4,48.0000000001,60.0000000001,0.100929032539
WALLABY J130016-170140,5,60.0000000001,72.0000000001,0.0487882840667
WALLABY J130018-115758,0,4.4408920985e-16,12,2.21882748956
WALLABY J130018-115758,1,12,24,2.10445611265
WALLABY J130018-115758,2,24,36.0000000001,1.76146795817
WALLABY J130018-115758,3,36.0000000001,48.0000000001,0.917546220784
WALLABY J130018-115758,4,48.0000000001,60.0000000001,0.463297657517
WALLABY J130018-115758,5,60.0000000001,72.0000000001,0.0534303005765
WALLABY J130018-115758,6,72.0000000001,84.0000000002,0.00463493270347
WALLABY J130018-115758,7,84.0000000002,96.0000000002,0.00127449432247
WALLABY J130026-151708,0,6.00000000001,18,5.58386671903
WALLABY J130026-151708,1,18,30.0000000001,3.9070247796
WALLABY J130026-151708,2,30.0000000001,42.0000000001,2.15787462519
WALLABY J130026-151708,3,42.0000000001,54.0000000001,3.15202051517
WALLABY J130026-151708,4,54.0000000001,66.0000000001,3.87651865631
WALLABY J130026-151708,5,66.0000000001,78.0000000002,2.32692216181
WALLABY J130026-151708,6,78.0000000002,90.0000000002,2.18162676523
WALLABY J130026-151708,7,90.0000000002,102,2.0904209566
WALLABY J130026-151708,8,102,114,1.36650755305
WALLABY J130026-151708,9,114,126,1.19497657581
WALLABY J130026-151708,10,126,138,1.20163241658
WALLABY J130026-151708,11,138,150,0.704904191861
WALLABY J130026-151708,12,150,162,0.501606075949
WALLABY J130026-151708,13,162,174,0.308939025538
WALLABY J130026-151708,14,174,186,0.268554259696
WALLABY J130026-151708,15,186,198,0.158496030104
WALLABY J130026-151708,16,198,210,0.157008007779
WALLABY J130026-151708,17,210,222,0.0836382483087
WALLABY J130026-151708,18,222,234,0.0267396025979
WALLABY J130026-151708,19,234,246,0.00271090317216
WALLABY J130026-151708,20,246,258.000000001,0.00282218477235
WALLABY J130026-151708,21,258.000000001,270.000000001,0.000646133589122
WALLABY J130029-133942,0,4.4408920985e-16,12,2.44098226537
WALLABY J130029-133942,1,12,24,1.67524596554
WALLABY J130029-133942,2,24,36.0000000001,0.78078116806
WALLABY J130029-133942,3,36.0000000001,48.0000000001,0.0305868303445
WALLABY J130029-133942,4,48.0000000001,60.0000000001,0.017173428386
WALLABY J130031+083118,0,6.00000000001,18,3.81691486535
WALLABY J130031+083118,1,18,30.0000000001,3.07878537004
WALLABY J130031+083118,2,30.0000000001,42.0000000001,0.951077967839
WALLABY J130031+083118,3,42.0000000001,54.0000000001,0.427682769764
WALLABY J130031+083118,4,54.0000000001,66.0000000001,0.0182990761008
WALLABY J130031+083118,5,66.0000000001,78.0000000002,0.0206781365388
WALLABY J130034+052831,0,6.00000000001,18,1.58761421224
WALLABY J130034+052831,1,18,30.0000000001,1.02541702076
WALLABY J130034+052831,2,30.0000000001,42.0000000001,0.50606309224
WALLABY J130034+052831,3,42.0000000001,54.0000000001,0.178181210284
WALLABY J130034+052831,4,54.0000000001,66.0000000001,0.0537826299426
WALLABY J130034+052831,5,66.0000000001,78.0000000002,0.00429112816599
WALLABY J130043+071159,0,6.00000000001,18,1.95904915346
WALLABY J130043+071159,1,18,30.0000000001,1.32593256414
WALLABY J130043+071159,2,30.0000000001,42.0000000001,0.0492523178193
WALLABY J130043+071159,3,42.0000000001,54.0000000001,0.00972851200026
WALLABY J130043-154253,0,6.00000000001,18,2.31057107289
WALLABY J130043-154253,1,18,30.0000000001,2.2432130954
WALLABY J130043-154253,2,30.0000000001,42.0000000001,2.58172990588
WALLABY J130043-154253,3,42.0000000001,54.0000000001,2.48416487892
WALLABY J130043-154253,4,54.0000000001,66.0000000001,1.6569321329
WALLABY J130043-154253,5,66.0000000001,78.0000000002,1.21647453209
WALLABY J130043-154253,6,78.0000000002,90.0000000002,0.381321589931
WALLABY J130043-154253,7,90.0000000002,102,0.270787206348
WALLABY J130043-154253,8,102,114,0.048065175768
WALLABY J130043-154253,9,114,126,0.0250257037718
WALLABY J130043-185429,0,6.00000000001,18,3.03989463838
WALLABY J130043-185429,1,18,30.0000000001,1.26949405667
WALLABY J130043-185429,2,30.0000000001,42.0000000001,0.766558623595
WALLABY J130043-185429,3,42.0000000001,54.0000000001,0.183712726819
WALLABY J130043-185429,4,54.0000000001,66.0000000001,0.0903222970618
WALLABY J130043-185429,5,66.0000000001,78.0000000002,0.00412258351677
WALLABY J130055+070243,0,6.00000000001,18,3.01436404332
WALLABY J130055+070243,1,18,30.0000000001,2.49383669978
WALLABY J130055+070243,2,30.0000000001,42.0000000001,0.608002045076
WALLABY J130055+070243,3,42.0000000001,54.0000000001,0.292515593489
WALLABY J130055+070243,4,54.0000000001,66.0000000001,0.0062343827893
WALLABY J130057-172247,0,4.4408920985e-16,12,9.50410561177
WALLABY J130057-172247,1,12,24,4.13747172921
WALLABY J130057-172247,2,24,36.0000000001,2.2461166367
WALLABY J130057-172247,3,36.0000000001,48.0000000001,0.715636919901
WALLABY J130057-172247,4,48.0000000001,60.0000000001,0.345736014191
WALLABY J130057-172247,5,60.0000000001,72.0000000001,0.00781635276498
WALLABY J130057-172247,6,72.0000000001,84.0000000002,0.0392765574681
WALLABY J130057-172247,7,84.0000000002,96.0000000002,0.00277380428213
WALLABY J130100+025004,0,4.4408920985e-16,12,4.07353708953
WALLABY J130100+025004,1,12,24,2.29424022324
WALLABY J130100+025004,2,24,36.0000000001,1.61135549417
WALLABY J130100+025004,3,36.0000000001,48.0000000001,0.817833124098
WALLABY J130100+025004,4,48.0000000001,60.0000000001,0.14920635887
WALLABY J130100+025004,5,60.0000000001,72.0000000001,0.04076895314
WALLABY J130100+025004,6,72.0000000001,84.0000000002,0.00561765496557
WALLABY J130108-181149,0,6.00000000001,18,2.37333530682
WALLABY J130108-181149,1,18,30.0000000001,2.83633903614
WALLABY J130108-181149,2,30.0000000001,42.0000000001,2.99587263428
WALLABY J130108-181149,3,42.0000000001,54.0000000001,2.50858738635
WALLABY J130108-181149,4,54.0000000001,66.0000000001,0.7233715805
WALLABY J130108-181149,5,66.0000000001,78.0000000002,0.235302811375
WALLABY J130108-181149,6,78.0000000002,90.0000000002,0.00486131943144
WALLABY J130116+045403,0,4.4408920985e-16,12,5.24683197908
WALLABY J130116+045403,1,12,24,2.06968512373
WALLABY J130116+045403,2,24,36.0000000001,0.459711053405
WALLABY J130116+045403,3,36.0000000001,48.0000000001,0.150528936689
WALLABY J130116+045403,4,48.0000000001,60.0000000001,0.0120137336738
WALLABY J130116+045403,5,60.0000000001,72.0000000001,0.00778316549141
WALLABY J130121-133904,0,6.00000000001,18,4.55177938187
WALLABY J130121-133904,1,18,30.0000000001,3.74824995337
WALLABY J130121-133904,2,30.0000000001,42.0000000001,0.618661490053
WALLABY J130121-133904,3,42.0000000001,54.0000000001,0.319173289634
WALLABY J130121-133904,4,54.0000000001,66.0000000001,0.000291603231654
WALLABY J130121-194538,0,6.00000000001,18,2.88944918287
WALLABY J130121-194538,1,18,30.0000000001,1.11119517524
WALLABY J130121-194538,2,30.0000000001,42.0000000001,0.565193223408
WALLABY J130121-194538,3,42.0000000001,54.0000000001,0.0127185319038
WALLABY J130121-194538,4,54.0000000001,66.0000000001,0.00773019332482
WALLABY J130121-194538,5,66.0000000001,78.0000000002,0.00950185942087
WALLABY J130125+042810,0,4.4408920985e-16,12,3.54541548517
WALLABY J130125+042810,1,12,24,2.64748385688
WALLABY J130125+042810,2,24,36.0000000001,0.947579428608
WALLABY J130125+042810,3,36.0000000001,48.0000000001,0.52304687828
WALLABY J130125+042810,4,48.0000000001,60.0000000001,0.0463192082588
WALLABY J130125+042810,5,60.0000000001,72.0000000001,0.00774727176278
WALLABY J130130-151321,0,6.00000000001,18,4.1697272191
WALLABY J130130-151321,1,18,30.0000000001,2.00700819173
WALLABY J130130-151321,2,30.0000000001,42.0000000001,0.979051096159
WALLABY J130130-151321,3,42.0000000001,54.0000000001,0.0574645966959
WALLABY J130130-151321,4,54.0000000001,66.0000000001,0.0041038346534
WALLABY J130130-151321,5,66.0000000001,78.0000000002,0.0103277200496
WALLABY J130132-190935,0,4.4408920985e-16,12,6.41683274848
WALLABY J130132-190935,1,12,24,4.06525532754
WALLABY J130132-190935,2,24,36.0000000001,2.55991362114
WALLABY J130132-190935,3,36.0000000001,48.0000000001,0.518201303129
WALLABY J130132-190935,4,48.0000000001,60.0000000001,0.240354313238
WALLABY J130132-190935,5,60.0000000001,72.0000000001,0.000495558783586
WALLABY J130132-190935,6,72.0000000001,84.0000000002,0.000423212958236
WALLABY J130133-192537,0,6.00000000001,18,2.53948016324
WALLABY J130133-192537,1,18,30.0000000001,2.02018920132
WALLABY J130133-192537,2,30.0000000001,42.0000000001,0.344235891447
WALLABY J130133-192537,3,42.0000000001,54.0000000001,0.0901632675621
WALLABY J130139+072923,0,6.00000000001,18,3.1848492342
WALLABY J130139+072923,1,18,30.0000000001,1.24201764515
WALLABY J130139+072923,2,30.0000000001,42.0000000001,0.543385298672
WALLABY J130139+072923,3,42.0000000001,54.0000000001,0.0303245834308
WALLABY J130143+040835,0,4.4408920985e-16,12,3.91512700185
WALLABY J130143+040835,1,12,24,2.70529775171
WALLABY J130143+040835,2,24,36.0000000001,0.43475246659
WALLABY J130143+040835,3,36.0000000001,48.0000000001,0.0493801240795
WALLABY J130143+040835,4,48.0000000001,60.0000000001,0.000207048923072
WALLABY J130147+053426,0,4.4408920985e-16,12,2.19310050634
WALLABY J130147+053426,1,12,24,1.73633113953
WALLABY J130147+053426,2,24,36.0000000001,0.876698153618
WALLABY J130147+053426,3,36.0000000001,48.0000000001,0.104465871557
WALLABY J130147+053426,4,48.0000000001,60.0000000001,0.0696201452107
WALLABY J130147+053426,5,60.0000000001,72.0000000001,0.000449683143892
WALLABY J130148+045931,0,6.00000000001,18,4.10779811862
WALLABY J130148+045931,1,18,30.0000000001,3.92190737209
WALLABY J130148+045931,2,30.0000000001,42.0000000001,1.49717043633
WALLABY J130148+045931,3,42.0000000001,54.0000000001,1.23310447375
WALLABY J130148+045931,4,54.0000000001,66.0000000001,0.266347263867
WALLABY J130148+045931,5,66.0000000001,78.0000000002,0.12525798929
WALLABY J130148+045931,6,78.0000000002,90.0000000002,0.00690294845474
WALLABY J130148+045931,7,90.0000000002,102,0.0123338048101
WALLABY J130148-114530,0,4.4408920985e-16,12,7.38494808537
WALLABY J130148-114530,1,12,24,4.88599924864
WALLABY J130148-114530,2,24,36.0000000001,4.54303657989
WALLABY J130148-114530,3,36.0000000001,48.0000000001,3.883771949
WALLABY J130148-114530,4,48.0000000001,60.0000000001,1.78797829358
WALLABY J130148-114530,5,60.0000000001,72.0000000001,1.47230934832
WALLABY J130148-114530,6,72.0000000001,84.0000000002,0.286873743135
WALLABY J130148-114530,7,84.0000000002,96.0000000002,0.159420101785
WALLABY J130148-114530,8,96.0000000002,108,0.0552623438476
WALLABY J130148-114530,9,108,120,0.0414613762063
WALLABY J130148-114530,10,120,132,0.00101128069453
WALLABY J130152-133135,0,6.00000000001,18,1.46043908606
WALLABY J130152-133135,1,18,30.0000000001,0.92535438343
WALLABY J130152-133135,2,30.0000000001,42.0000000001,0.235009886276
WALLABY J130152-133135,3,42.0000000001,54.0000000001,0.0932562189598
WALLABY J130152-133135,4,54.0000000001,66.0000000001,0.011483457383
WALLABY J130152-133135,5,66.0000000001,78.0000000002,0.0143307646455
WALLABY J130153-191443,0,4.4408920985e-16,12,5.22182152976
WALLABY J130153-191443,1,12,24,1.99759305251
WALLABY J130153-191443,2,24,36.0000000001,1.73281512529
WALLABY J130153-191443,3,36.0000000001,48.0000000001,0.239914485642
WALLABY J130153-191443,4,48.0000000001,60.0000000001,0.15567941378
WALLABY J130153-191443,5,60.0000000001,72.0000000001,0.0458930703845
WALLABY J130153-191443,6,72.0000000001,84.0000000002,0.050009766081
WALLABY J130153-191443,7,84.0000000002,96.0000000002,0.00675998165907
WALLABY J130158+030601,0,6.00000000001,18,3.28208884432
WALLABY J130158+030601,1,18,30.0000000001,2.01962616732
WALLABY J130158+030601,2,30.0000000001,42.0000000001,0.821962073719
WALLABY J130158+030601,3,42.0000000001,54.0000000001,0.392763701855
WALLABY J130158+030601,4,54.0000000001,66.0000000001,0.0666529397458
WALLABY J130158+030601,5,66.0000000001,78.0000000002,0.0487212769694
WALLABY J130158+030601,6,78.0000000002,90.0000000002,0.0179250317052
WALLABY J130158-164401,0,4.4408920985e-16,12,1.7839036355
WALLABY J130158-164401,1,12,24,1.18251725366
WALLABY J130158-164401,2,24,36.0000000001,0.357460532052
WALLABY J130158-164401,3,36.0000000001,48.0000000001,0.279686075059
WALLABY J130158-164401,4,48.0000000001,60.0000000001,0.0194771757327
WALLABY J130158-164401,5,60.0000000001,72.0000000001,0.0176857019449
WALLABY J130158-164401,6,72.0000000001,84.0000000002,0.00246276999002
WALLABY J130215-170254,0,4.4408920985e-16,12,3.57883624224
WALLABY J130215-170254,1,12,24,2.50256556419
WALLABY J130215-170254,2,24,36.0000000001,0.577891201884
WALLABY J130215-170254,3,36.0000000001,48.0000000001,0.293374629493
WALLABY J130215-170254,4,48.0000000001,60.0000000001,0.0127806645321
WALLABY J130216+060128,0,6.00000000001,18,1.55643579485
WALLABY J130216+060128,1,18,30.0000000001,1.32290399248
WALLABY J130216+060128,2,30.0000000001,42.0000000001,0.649217727067
WALLABY J130216+060128,3,42.0000000001,54.0000000001,0.490501751357
WALLABY J130216+060128,4,54.0000000001,66.0000000001,0.0298408932713
WALLABY J130216+060128,5,66.0000000001,78.0000000002,0.0172024360252
WALLABY J130216+060128,6,78.0000000002,90.0000000002,0.00427095355795
WALLABY J130216+063321,0,4.4408920985e-16,12,2.29167424011
WALLABY J130216+063321,1,12,24,2.34093142082
WALLABY J130216+063321,2,24,36.0000000001,0.848433916796
WALLABY J130216+063321,3,36.0000000001,48.0000000001,0.600754156907
WALLABY J130216+063321,4,48.0000000001,60.0000000001,0.0913591490999
WALLABY J130216+063321,5,60.0000000001,72.0000000001,0.0308743668863
WALLABY J130216+063321,6,72.0000000001,84.0000000002,0.000331935174224
WALLABY J130223-122031,0,6.00000000001,18,4.73545849025
WALLABY J130223-122031,1,18,30.0000000001,5.80639391667
WALLABY J130223-122031,2,30.0000000001,42.0000000001,5.04516077758
WALLABY J130223-122031,3,42.0000000001,54.0000000001,2.99351552129
WALLABY J130223-122031,4,54.0000000001,66.0000000001,2.17550592165
WALLABY J130223-122031,5,66.0000000001,78.0000000002,0.196935228883
WALLABY J130223-122031,6,78.0000000002,90.0000000002,0.14968210153
WALLABY J130223-122031,7,90.0000000002,102,0.0777348069478
WALLABY J130223-122031,8,102,114,0.0436514282889
WALLABY J130223-122031,9,114,126,0.00665978687385
WALLABY J130223-122031,10,126,138,0.00237780579757
WALLABY J130224-155038,0,6.00000000001,18,1.59044261133
WALLABY J130224-155038,1,18,30.0000000001,1.75439218708
WALLABY J130224-155038,2,30.0000000001,42.0000000001,0.224378532098
WALLABY J130224-155038,3,42.0000000001,54.0000000001,0.0824100799426
WALLABY J130224-155038,4,54.0000000001,66.0000000001,0.0324743639276
WALLABY J130224-155038,5,66.0000000001,78.0000000002,0.0218605835003
WALLABY J130224-155038,6,78.0000000002,90.0000000002,0.00660857614687
WALLABY J130228+063639,0,6.00000000001,18,1.85874781507
WALLABY J130228+063639,1,18,30.0000000001,1.08487266457
WALLABY J130228+063639,2,30.0000000001,42.0000000001,0.140367082161
WALLABY J130228+063639,3,42.0000000001,54.0000000001,0.059057235458
WALLABY J130228+063639,4,54.0000000001,66.0000000001,0.0125100061339
WALLABY J130228+063639,5,66.0000000001,78.0000000002,0.0176978006199
WALLABY J130235-113803,0,4.4408920985e-16,12,4.33803473353
WALLABY J130235-113803,1,12,24,5.44384994266
WALLABY J130235-113803,2,24,36.0000000001,3.09927187605
WALLABY J130235-113803,3,36.0000000001,48.0000000001,2.74800888944
WALLABY J130235-113803,4,48.0000000001,60.0000000001,1.85531896319
WALLABY J130235-113803,5,60.0000000001,72.0000000001,1.55334377198
WALLABY J130235-113803,6,72.0000000001,84.0000000002,0.940972894125
WALLABY J130235-113803,7,84.0000000002,96.0000000002,0.741997340803
WALLABY J130235-113803,8,96.0000000002,108,0.289708910429
WALLABY J130235-113803,9,108,120,0.202121801779
WALLABY J130235-113803,10,120,132,0.0792118752991
WALLABY J130235-113803,11,132,144,0.0583956679613
WALLABY J130235-113803,12,144,156,0.015717806694
WALLABY J130235-113803,13,156,168,0.00980543757224
WALLABY J130237+044721,0,6.00000000001,18,4.27722492989
WALLABY J130237+044721,1,18,30.0000000001,1.56146621162
WALLABY J130237+044721,2,30.0000000001,42.0000000001,0.873936363335
WALLABY J130237+044721,3,42.0000000001,54.0000000001,0.0427986947794
WALLABY J130237+044721,4,54.0000000001,66.0000000001,0.0217560559837
WALLABY J130237+044721,5,66.0000000001,78.0000000002,0.00564305601608
WALLABY J130241+055729,0,6.00000000001,18,5.99371470254
WALLABY J130241+055729,1,18,30.0000000001,3.28321138471
WALLABY J130241+055729,2,30.0000000001,42.0000000001,2.58921108242
WALLABY J130241+055729,3,42.0000000001,54.0000000001,0.494958424082
WALLABY J130241+055729,4,54.0000000001,66.0000000001,0.198798333716
WALLABY J130241+055729,5,66.0000000001,78.0000000002,0.0186955073596
WALLABY J130241+055729,6,78.0000000002,90.0000000002,0.0198949717949
WALLABY J130241+055729,7,90.0000000002,102,0.00480101980002
WALLABY J130241+055729,8,102,114,0.00674402570068
WALLABY J130242+032114,0,4.4408920985e-16,12,1.25547724692
WALLABY J130242+032114,1,12,24,0.947014231031
WALLABY J130242+032114,2,24,36.0000000001,0.291057363197
WALLABY J130242+032114,3,36.0000000001,48.0000000001,0.0499287729989
WALLABY J130242+032114,4,48.0000000001,60.0000000001,0.0264872247653
WALLABY J130242+032114,5,60.0000000001,72.0000000001,0.0310216982841
WALLABY J130244-125326,0,6.00000000001,18,2.80028867088
WALLABY J130244-125326,1,18,30.0000000001,3.07091352616
WALLABY J130244-125326,2,30.0000000001,42.0000000001,0.571854714359
WALLABY J130244-125326,3,42.0000000001,54.0000000001,0.341348234399
WALLABY J130244-125326,4,54.0000000001,66.0000000001,0.0216446509811
WALLABY J130244-125326,5,66.0000000001,78.0000000002,0.00225813747611
WALLABY J130252-113001,0,6.00000000001,18,4.43638378399
WALLABY J130252-113001,1,18,30.0000000001,2.88362397858
WALLABY J130252-113001,2,30.0000000001,42.0000000001,0.834471883723
WALLABY J130252-113001,3,42.0000000001,54.0000000001,0.30732081145
WALLABY J130252-113001,4,54.0000000001,66.0000000001,0.00520251848971
WALLABY J130252-113001,5,66.0000000001,78.0000000002,0.00166029494293
WALLABY J130254-155621,0,6.00000000001,18,2.56750345334
WALLABY J130254-155621,1,18,30.0000000001,1.64154964039
WALLABY J130254-155621,2,30.0000000001,42.0000000001,0.0227230216919
WALLABY J130254-155621,3,42.0000000001,54.0000000001,0.00740171041823
WALLABY J130315+074816,0,4.4408920985e-16,12,2.29707162337
WALLABY J130315+074816,1,12,24,2.30432876135
WALLABY J130315+074816,2,24,36.0000000001,3.41640668346
WALLABY J130315+074816,3,36.0000000001,48.0000000001,3.98436398092
WALLABY J130315+074816,4,48.0000000001,60.0000000001,4.98197027032
WALLABY J130315+074816,5,60.0000000001,72.0000000001,4.8895489717
WALLABY J130315+074816,6,72.0000000001,84.0000000002,3.88239863028
WALLABY J130315+074816,7,84.0000000002,96.0000000002,3.30200605431
WALLABY J130315+074816,8,96.0000000002,108,1.53756043052
WALLABY J130315+074816,9,108,120,1.25547197514
WALLABY J130315+074816,10,120,132,0.27408176499
WALLABY J130315+074816,11,132,144,0.181812326619
WALLABY J130315+074816,12,144,156,0.0418051865905
WALLABY J130315+074816,13,156,168,0.0129453577532
WALLABY J130315+074816,14,168,180,0.00144452795359
WALLABY J130316+044405,0,4.4408920985e-16,12,4.49319680573
WALLABY J130316+044405,1,12,24,2.72833168661
WALLABY J130316+044405,2,24,36.0000000001,1.88846224692
WALLABY J130316+044405,3,36.0000000001,48.0000000001,0.493966854183
WALLABY J130316+044405,4,48.0000000001,60.0000000001,0.191604355958
WALLABY J130316+044405,5,60.0000000001,72.0000000001,0.0285445463025
WALLABY J130316+044405,6,72.0000000001,84.0000000002,0.0261067482131
WALLABY J130316+044405,7,84.0000000002,96.0000000002,0.000786554975393
WALLABY J130320-112144,0,6.00000000001,18,2.5932922648
WALLABY J130320-112144,1,18,30.0000000001,1.58355064712
WALLABY J130320-112144,2,30.0000000001,42.0000000001,0.509879318024
WALLABY J130320-112144,3,42.0000000001,54.0000000001,0.27721004577
WALLABY J130320-112144,4,54.0000000001,66.0000000001,0.0270613554731
WALLABY J130320-112144,5,66.0000000001,78.0000000002,0.014312379924
WALLABY J130320-112144,6,78.0000000002,90.0000000002,0.00511071418707
WALLABY J130320-193543,0,4.4408920985e-16,12,2.64362602826
WALLABY J130320-193543,1,12,24,3.23004952213
WALLABY J130320-193543,2,24,36.0000000001,0.499150198411
WALLABY J130320-193543,3,36.0000000001,48.0000000001,0.0593018426663
WALLABY J130320-193543,4,48.0000000001,60.0000000001,0.0212325467272
WALLABY J130320-193543,5,60.0000000001,72.0000000001,0.0182179155954
WALLABY J130321-134144,0,6.00000000001,18,1.88532519695
WALLABY J130321-134144,1,18,30.0000000001,1.29740768716
WALLABY J130321-134144,2,30.0000000001,42.0000000001,0.971644062706
WALLABY J130321-134144,3,42.0000000001,54.0000000001,0.452785827487
WALLABY J130321-134144,4,54.0000000001,66.0000000001,0.264764769633
WALLABY J130321-134144,5,66.0000000001,78.0000000002,0.0521903404854
WALLABY J130321-134144,6,78.0000000002,90.0000000002,0.0145899901699
WALLABY J130322+073646,0,4.4408920985e-16,12,3.63759369224
WALLABY J130322+073646,1,12,24,1.9009767782
WALLABY J130322+073646,2,24,36.0000000001,0.963917145403
WALLABY J130322+073646,3,36.0000000001,48.0000000001,0.241723639854
WALLABY J130322+073646,4,48.0000000001,60.0000000001,0.218464267659
WALLABY J130322+073646,5,60.0000000001,72.0000000001,0.109283008238
WALLABY J130322+073646,6,72.0000000001,84.0000000002,0.0529590701129
WALLABY J130322+073646,7,84.0000000002,96.0000000002,0.000362843222247
WALLABY J130330+081941,0,4.4408920985e-16,12,6.88730093962
WALLABY J130330+081941,1,12,24,3.588790916
WALLABY J130330+081941,2,24,36.0000000001,2.41865371439
WALLABY J130330+081941,3,36.0000000001,48.0000000001,0.40584044718
WALLABY J130330+081941,4,48.0000000001,60.0000000001,0.162191744481
WALLABY J130330+081941,5,60.0000000001,72.0000000001,0.00502695823617
WALLABY J130331+075810,0,6.00000000001,18,5.82127600738
WALLABY J130331+075810,1,18,30.0000000001,3.6647035829
WALLABY J130331+075810,2,30.0000000001,42.0000000001,1.77088331534
WALLABY J130331+075810,3,42.0000000001,54.0000000001,0.466471924734
WALLABY J130331+075810,4,54.0000000001,66.0000000001,0.323067356901
WALLABY J130331+075810,5,66.0000000001,78.0000000002,0.0200816335764
WALLABY J130334-163733,0,6.00000000001,18,3.76821570578
WALLABY J130334-163733,1,18,30.0000000001,2.68158169943
WALLABY J130334-163733,2,30.0000000001,42.0000000001,0.761855022962
WALLABY J130334-163733,3,42.0000000001,54.0000000001,0.402317643289
WALLABY J130334-163733,4,54.0000000001,66.0000000001,0.0440452415236
WALLABY J130334-163733,5,66.0000000001,78.0000000002,0.0138753105085
WALLABY J130337-155652,0,6.00000000001,18,2.01572247178
WALLABY J130337-155652,1,18,30.0000000001,0.617926306895
WALLABY J130337-155652,2,30.0000000001,42.0000000001,0.375601554473
WALLABY J130337-155652,3,42.0000000001,54.0000000001,0.00946301122389
WALLABY J130338+075404,0,6.00000000001,18,2.87765086738
WALLABY J130338+075404,1,18,30.0000000001,1.09003104383
WALLABY J130338+075404,2,30.0000000001,42.0000000001,0.773553566497
WALLABY J130338+075404,3,42.0000000001,54.0000000001,0.00173591312702
WALLABY J130338+075404,4,54.0000000001,66.0000000001,0.010773966792
WALLABY J130339+043644,0,6.00000000001,18,2.87358338171
WALLABY J130339+043644,1,18,30.0000000001,1.70367230317
WALLABY J130339+043644,2,30.0000000001,42.0000000001,1.38863604068
WALLABY J130339+043644,3,42.0000000001,54.0000000001,0.00199090147297
WALLABY J130339+043644,4,54.0000000001,66.0000000001,0.0165598122426
WALLABY J130339+043644,5,66.0000000001,78.0000000002,0.00811121475334
WALLABY J130339+043644,6,78.0000000002,90.0000000002,0.00474661044805
WALLABY J130340-211340,0,4.4408920985e-16,12,4.97234853558
WALLABY J130340-211340,1,12,24,4.17472132729
WALLABY J130340-211340,2,24,36.0000000001,1.1363062862
WALLABY J130340-211340,3,36.0000000001,48.0000000001,0.752650343945
WALLABY J130340-211340,4,48.0000000001,60.0000000001,0.092805748603
WALLABY J130340-211340,5,60.0000000001,72.0000000001,0.0210992292547
WALLABY J130342+055733,0,6.00000000001,18,2.40577174848
WALLABY J130342+055733,1,18,30.0000000001,0.930693286593
WALLABY J130342+055733,2,30.0000000001,42.0000000001,0.380159642002
WALLABY J130342+055733,3,42.0000000001,54.0000000001,0.00731166422679
WALLABY J130344+061920,0,4.4408920985e-16,12,4.39849077662
WALLABY J130344+061920,1,12,24,3.03097219265
WALLABY J130344+061920,2,24,36.0000000001,1.89435678338
WALLABY J130344+061920,3,36.0000000001,48.0000000001,0.357807464768
WALLABY J130344+061920,4,48.0000000001,60.0000000001,0.201027145914
WALLABY J130344+061920,5,60.0000000001,72.0000000001,0.0368605502227
WALLABY J130344+061920,6,72.0000000001,84.0000000002,0.00993946374491
WALLABY J130347-180311,0,4.4408920985e-16,12,1.10941578444
WALLABY J130347-180311,1,12,24,1.54964021364
WALLABY J130347-180311,2,24,36.0000000001,0.680263867076
WALLABY J130347-180311,3,36.0000000001,48.0000000001,0.31076625929
WALLABY J130347-180311,4,48.0000000001,60.0000000001,0.00425478285118
WALLABY J130353-192550,0,6.00000000001,18,1.89854892606
WALLABY J130353-192550,1,18,30.0000000001,1.29714163127
WALLABY J130353-192550,2,30.0000000001,42.0000000001,0.00684242710559
WALLABY J130353-192550,3,42.0000000001,54.0000000001,0.00546374931024
WALLABY J130355-163807,0,4.4408920985e-16,12,2.42989887361
WALLABY J130355-163807,1,12,24,1.70617652096
WALLABY J130355-163807,2,24,36.0000000001,1.29663503187
WALLABY J130355-163807,3,36.0000000001,48.0000000001,0.232546327751
WALLABY J130355-163807,4,48.0000000001,60.0000000001,0.100300854878
WALLABY J130355-163807,5,60.0000000001,72.0000000001,0.00381516508321
WALLABY J130357-112956,0,4.4408920985e-16,12,1.8113329811
WALLABY J130357-112956,1,12,24,1.85618226978
WALLABY J130357-112956,2,24,36.0000000001,2.00486513311
WALLABY J130357-112956,3,36.0000000001,48.0000000001,1.7632202348
