family,color,luminosity_band,intercept_a,slope_b,relation,color_value_mag,log10_L_band_Lsun,log10_Mstar_Msun
RC15_BC03,g-r,g,-0.984000,2.029000,log10_ML=a+b*color,0.7855683581402673,10.261895587555657,10.871813786222258
RC15_BC03,g-r,r,-0.792000,1.629000,log10_ML=a+b*color,0.7855683581402673,10.400122930811763,10.887813786222258
RC15_BC03,g-r,z,-0.796000,1.306000,log10_ML=a+b*color,0.7855683581402673,10.621876187707091,10.851828463438281
RC15_BC03,g-z,g,-1.132000,1.116000,log10_ML=a+b*color,1.4499515003785834,10.261895587555657,10.748041461978156
RC15_BC03,g-z,r,-0.916000,0.900000,log10_ML=a+b*color,1.4499515003785834,10.400122930811763,10.789079281152489
RC15_BC03,g-z,z,-0.888000,0.716000,log10_ML=a+b*color,1.4499515003785834,10.621876187707091,10.772041461978157
RC15_BC03,r-z,g,-1.211000,2.322000,log10_ML=a+b*color,0.6643831422383162,10.261895587555657,10.593593243833027
RC15_BC03,r-z,r,-0.987000,1.883000,log10_ML=a+b*color,0.6643831422383162,10.400122930811763,10.664156387646512
RC15_BC03,r-z,z,-0.935000,1.483000,log10_ML=a+b*color,0.6643831422383162,10.621876187707091,10.672156387646513
RC15_FSPS,g-r,g,-0.811000,1.897000,log10_ML=a+b*color,0.7855683581402673,10.261895587555657,10.941118762947744
RC15_FSPS,g-r,r,-0.647000,1.497000,log10_ML=a+b*color,0.7855683581402673,10.400122930811763,10.929118762947743
RC15_FSPS,g-r,z,-0.583000,1.102000,log10_ML=a+b*color,0.7855683581402673,10.621876187707091,10.904572518377666
RC15_FSPS,g-z,g,-0.764000,0.942000,log10_ML=a+b*color,1.4499515003785834,10.261895587555657,10.863749900912282
RC15_FSPS,g-z,r,-0.612000,0.744000,log10_ML=a+b*color,1.4499515003785834,10.400122930811763,10.86688684709343
RC15_FSPS,g-z,z,-0.548000,0.542000,log10_ML=a+b*color,1.4499515003785834,10.621876187707091,10.859749900912284
RC15_FSPS,r-z,g,-0.670000,1.795000,log10_ML=a+b*color,0.6643831422383162,10.261895587555657,10.784463327873434
RC15_FSPS,r-z,r,-0.539000,1.421000,log10_ML=a+b*color,0.6643831422383162,10.400122930811763,10.80521137593241
RC15_FSPS,r-z,z,-0.487000,1.021000,log10_ML=a+b*color,0.6643831422383162,10.621876187707091,10.813211375932411
Z17_40LG_FSPS,g-r,g,-0.684000,1.575000,log10_ML=a+b*color,0.7855683581402673,10.261895587555657,10.815165751626578
Z17_40LG_FSPS,g-r,r,-0.491000,1.175000,log10_ML=a+b*color,0.7855683581402673,10.400122930811763,10.832165751626578
Z17_40LG_FSPS,g-r,z,-0.447000,0.911000,log10_ML=a+b*color,0.7855683581402673,10.621876187707091,10.890528961972876
Z17_40LG_FSPS,g-z,g,-0.680000,0.928000,log10_ML=a+b*color,1.4499515003785834,10.261895587555657,10.927450579906981
Z17_40LG_FSPS,g-z,r,-0.486000,0.690000,log10_ML=a+b*color,1.4499515003785834,10.400122930811763,10.914589466072986
Z17_40LG_FSPS,g-z,z,-0.438000,0.528000,log10_ML=a+b*color,1.4499515003785834,10.621876187707091,10.949450579906983
Z17_40LG_FSPS,r-z,g,-0.639000,2.157000,log10_ML=a+b*color,0.6643831422383162,10.261895587555657,11.055970025363706
Z17_40LG_FSPS,r-z,r,-0.453000,1.596000,log10_ML=a+b*color,0.6643831422383162,10.400122930811763,11.007478425824116
Z17_40LG_FSPS,r-z,z,-0.404000,1.196000,log10_ML=a+b*color,0.6643831422383162,10.621876187707091,11.012478425824117
Z17_40LG_BC03,g-r,g,-0.745000,1.616000,log10_ML=a+b*color,0.7855683581402673,10.261895587555657,10.786374054310329
Z17_40LG_BC03,g-r,r,-0.552000,1.216000,log10_ML=a+b*color,0.7855683581402673,10.400122930811763,10.803374054310328
